8499 28094
2511 7215 180
8434 4841 -780
7439 5561 -565
2098 5313 -314
7830 6248 -377
2258 5403 -817
8342 4095 36
4397 3746 -670
1886 770 -235
3458 5450 786
6441 1334 543
7163 7023 -443
6844 3056 967
7492 5893 -92
5744 2958 780
4512 2392 -378
6196 6754 25
2183 496 -65
6191 2533 -427
6274 2052 -469
5980 1948 -824
1486 3987 299
1825 4594 286
8210 4776 -735
2817 3622 -960
2195 6403 -916
3717 4105 -943
1575 8496 967
4887 1520 -993
4347 4656 -350
5312 4030 828
3738 3413 -17
7952 364 -374
5196 6880 747
2880 4612 -995
4687 5766 22
3055 3080 -601
8096 7713 -374
391 8071 -320
773 8156 122
175 660 583
8318 1577 534
8288 3735 253
7295 4662 276
8139 7481 -211
2202 7141 587
7890 5996 290
140 4508 697
4519 7060 533
3279 2831 -675
7889 7301 -700
243 7266 -525
2294 5733 -701
282 3662 -425
431 2822 266
2332 2285 685
658 517 -602
6349 5756 355
1348 7589 27
6358 3849 562
1463 5403 996
7136 1643 -994
1998 4171 842
1270 5867 621
2517 6031 949
4300 3738 492
6757 4374 -905
8395 1504 982
2224 3125 -43
7562 7584 613
8074 286 505
4330 2985 -348
2689 6473 -326
2597 5444 325
3552 5717 224
950 7608 -190
2397 5462 -736
3899 5169 920
1590 3657 534
3233 7004 -710
5032 5534 -786
724 1304 -800
665 5006 -20
7513 5852 70
2402 5673 649
3174 5850 971
7199 4351 508
8236 345 -436
7396 6868 -714
7864 3973 -365
3621 8138 -295
5943 4681 91
289 6174 -365
2052 1543 350
3017 4190 947
1452 6782 -187
2896 7029 471
7222 8165 -32
5446 2057 -914
6353 2274 914
2549 1867 -607
6803 1553 -760
4514 4556 702
1422 7471 218
6351 986 -326
4276 7469 488
2097 7577 -83
367 6851 580
6472 1327 138
3035 588 -396
5343 1918 381
540 5319 902
2011 7552 -711
122 6228 286
8199 675 767
6339 378 -710
2367 6743 -314
5287 29 686
7755 4689 405
3295 6135 -256
1311 6203 377
3726 5717 469
496 1600 -858
2235 3509 -384
2363 810 -171
2844 605 -605
4626 1646 -311
4258 1864 -712
7225 7619 861
7839 293 -454
5971 2369 -887
67 6275 -211
2329 4558 134
4488 5716 926
1961 2930 629
7015 2791 823
5060 4183 -995
7428 856 -401
4742 4605 -419
1084 665 -506
3738 6434 980
1576 5341 -968
5068 1835 573
6860 6822 219
7697 158 298
5741 4959 186
2227 2241 -675
4748 7210 -244
2222 6097 -253
4584 7559 894
3942 5796 482
5309 7428 615
7786 6909 494
7287 996 776
7093 3315 -736
3314 5294 -160
4702 1225 -337
230 815 -434
6006 3127 -189
6027 1783 256
3281 3075 -322
3900 4369 -4
5023 7252 119
5986 5317 79
4864 2759 527
2894 8178 311
7056 397 265
2109 4500 -207
3961 6251 313
5568 5944 190
7798 2073 -39
974 2853 -506
7521 946 358
2440 4480 250
86 4638 723
6436 3409 364
5101 4124 765
2943 592 -448
7843 75 899
35 6508 -941
281 7805 -306
2628 3754 -676
7828 3236 244
2449 6004 -749
5461 2376 -130
134 1091 33
386 7670 -805
6992 105 742
8347 3144 206
3445 4485 907
4147 1012 725
5810 6369 -442
2066 5644 -194
2809 7046 -323
5500 3381 -844
878 6865 -559
3024 4558 -529
5390 358 -978
7724 7258 402
7094 130 507
849 147 -397
6783 4921 -928
7789 193 -705
6503 972 73
992 6126 642
1180 3193 481
8145 6488 618
3067 7945 -5
2477 6963 -259
2161 6072 90
2748 8299 -55
2927 263 408
2240 927 401
999 6981 -845
2891 2071 -356
7418 3431 -522
570 5309 703
2341 7669 -370
8105 683 689
4959 3488 -214
825 3164 -60
6540 7755 251
2962 6661 -924
5457 285 585
7948 5611 507
759 893 -405
8410 3540 -776
7501 7646 33
5882 4721 112
341 160 -741
5864 8447 58
3898 364 610
7608 4558 -342
5790 6119 -415
648 5890 210
4818 5488 -329
5710 5729 -354
3624 3908 -384
5214 261 464
984 6524 395
2138 7930 -923
6626 4841 -546
6040 4619 750
605 3264 -811
6943 4132 533
1650 3858 726
7120 579 765
2275 3544 -895
2264 8297 -172
5530 7337 -252
4258 2127 -345
1153 1790 -722
7593 6367 368
2725 4536 516
2384 1404 -262
5133 6486 -817
55 4587 -954
5559 5798 834
8488 5083 -626
1324 845 107
2755 6807 151
2506 6091 -917
404 1815 -173
2301 1578 459
4764 1245 -576
6801 4430 -173
8458 1196 469
5853 6917 -182
6338 6230 -888
2179 1883 -838
7070 5236 -556
6779 4976 -443
1699 3879 -369
4894 722 759
4730 3152 -393
8226 8285 863
3511 4267 -123
8282 6114 -908
3284 8262 -593
5595 1045 963
3689 1947 165
497 7233 -23
4218 5720 -372
5088 6041 955
3255 1978 -325
3336 3712 52
2272 295 36
727 1231 -140
5885 3960 -454
1594 5026 498
4747 2240 300
523 5791 124
1797 2776 -304
3264 3022 -919
3926 8286 571
2295 2182 -242
7557 4066 415
772 4343 677
2998 2658 569
4147 2421 944
2032 5277 -587
3097 1128 -431
5791 4076 -228
2345 4533 747
3201 5250 -144
6314 776 925
6812 1386 -825
6517 7992 206
1310 1417 -499
2238 3898 -867
2547 7252 976
2089 7635 209
7528 1096 -297
238 1208 -73
7357 2606 -59
5739 6635 -30
4844 5902 -48
2800 6890 105
5041 1968 488
855 1531 -886
8184 4630 540
3316 7093 -528
7027 427 -230
1639 1331 678
527 1037 376
4840 4779 -980
5440 2011 96
4218 4506 -372
8131 6413 326
1124 2249 -226
1439 7897 -206
3274 2441 221
1042 102 205
7987 1132 -677
7564 7344 247
3846 5577 641
7064 1306 287
2730 4745 743
6557 6385 -701
1963 2931 -840
8310 5380 864
4335 2265 507
4082 5078 265
3109 5546 177
5788 7539 -166
7228 7062 708
730 3412 -440
2547 773 658
5769 3431 -37
7562 5550 -379
3601 2451 -656
5950 6999 -341
7847 5728 332
1357 3002 560
7824 3976 516
1187 8202 637
4043 2007 -564
1336 7342 311
4186 2921 -385
6074 4477 979
99 6517 262
7123 814 361
768 5668 -57
5287 6885 204
6811 4133 760
2723 3389 -77
3168 5778 -398
7478 4308 -105
8063 120 412
7889 8105 -156
2645 4237 -232
7026 349 -903
2797 7133 581
6124 1606 -341
5439 6635 -195
6678 770 552
7952 2498 484
208 7001 825
2972 448 332
3066 5612 -324
3598 4290 576
2984 7014 -715
343 5361 -111
6659 8146 -230
3504 2340 637
4125 7272 781
3956 5412 -611
773 931 -83
6994 1190 507
7874 6595 -721
978 3868 982
981 3010 -585
6086 3262 123
2961 4620 794
3116 2383 401
6040 6698 -991
4046 1688 587
1398 4392 -579
4562 2410 -181
4881 6890 -101
2566 4928 489
5760 1253 -853
1502 8236 958
8260 1788 157
7560 6607 -211
7029 7542 -435
3339 463 791
135 5238 127
2806 1781 -974
3120 6763 837
5477 5223 -22
6663 4562 509
2571 6206 551
4573 6009 -806
6075 4002 -578
3283 7316 321
7161 168 -858
7086 5344 -16
6488 5862 -24
7196 7897 -720
216 1246 -616
5025 634 -445
60 6048 191
4999 4096 -340
5532 149 994
86 2050 522
5433 7877 -276
7205 3250 659
8365 170 506
7793 8478 -684
1716 7333 -638
1185 139 667
5663 3265 388
7760 2882 891
2951 2737 670
3616 847 -690
4091 6856 -778
6258 2194 -954
1461 2954 686
3377 7194 -365
1550 6050 861
3440 1944 503
7614 1772 -702
3389 4481 -700
3122 930 -271
2986 7108 -336
439 4726 981
7973 3295 922
5876 3988 506
1378 8165 -57
1098 4549 -644
1087 1697 828
7915 2689 923
8100 1738 184
5377 4083 -316
910 5564 192
1718 1694 330
5077 7768 -14
5787 5036 -113
7551 5065 -389
7001 6431 986
220 7631 730
3417 2095 781
1215 164 -412
8158 8126 -856
8130 7741 -472
2729 5078 21
3192 6322 -161
5473 4734 561
5030 3672 -25
7494 3266 -854
424 6189 48
1177 2168 -788
503 5816 -581
2856 5925 458
1894 6921 -371
2577 2336 -845
7903 697 -502
7380 721 652
5826 4526 -58
2190 484 -954
4038 3443 -189
465 4699 -549
6903 8228 94
7132 2986 -827
7107 2002 -331
2100 6451 -150
4050 7630 380
4808 22 746
7088 3661 658
5310 1581 -804
5516 1990 -818
4475 7127 30
302 6498 468
7367 4968 -775
1596 3270 267
5527 7775 173
624 1287 -300
2771 994 -869
442 219 365
7682 4666 -229
6719 4916 -293
3688 7040 -195
4865 6632 866
180 1559 -772
6362 314 253
5333 5214 961
3646 2844 -485
554 3796 998
7395 3600 890
4141 6198 -13
1169 2659 599
7190 586 -102
79 4437 -18
2891 1953 833
5264 5457 -630
1748 1716 -865
1801 205 521
2160 5667 -172
3082 2027 785
8135 2067 -907
7900 5800 -658
2855 5614 499
6487 2586 -194
2831 4601 877
4419 7957 -186
3507 2649 465
567 4926 422
5471 5591 -616
2000 4031 -490
8274 7110 -58
4316 7419 286
4706 5126 977
7781 863 579
4443 6809 -762
471 4519 -294
7908 4010 -489
6454 1759 -928
8227 5762 -436
5435 3854 503
1443 2687 411
2921 7812 -965
6057 5188 -93
2011 26 859
2938 3286 197
6317 7405 527
5106 3897 573
5001 2318 -582
2034 5122 555
6169 5180 -550
4835 2555 827
4987 3394 682
5978 745 -81
2029 5773 -205
2358 8054 -390
959 6366 -665
3739 7263 549
6167 5990 308
5016 1203 -955
6388 1858 696
4656 1391 2
2124 7867 912
2025 6346 -363
1336 5855 709
117 2785 0
7653 5967 246
2767 975 148
1460 2807 930
6621 1620 -596
1410 962 171
4556 461 620
7681 6511 -389
6637 645 -909
2160 5832 -111
785 5501 363
2666 3740 -476
4980 7230 555
2243 4128 848
1412 669 -691
6018 8316 -937
6792 5988 -431
6547 4450 -82
7641 5732 253
1813 7026 291
1435 5602 719
6757 1449 -521
6404 2292 -962
6262 7216 235
5332 7030 447
1698 5267 22
1775 201 -791
1360 1671 -551
6736 4538 638
5160 4502 531
1935 197 461
3244 7798 -858
8461 6153 -504
635 7518 930
3784 2631 -689
6833 3957 -328
3321 2779 -748
3154 3423 626
8245 8426 -891
3368 1570 -911
6250 1526 -145
7907 1164 -261
3404 5522 -297
6785 5891 -616
2141 4060 14
5541 7520 5
3225 8111 -211
1045 135 -478
50 1825 359
6110 5283 983
2925 3233 303
4547 1182 512
6780 1785 680
5002 6043 -186
1786 2560 374
2558 8082 620
2131 4852 350
954 8444 632
6679 3062 802
2532 5682 -893
7397 5433 560
129 1787 502
62 2805 -31
1885 1776 -753
7108 8153 -668
258 2251 274
7635 4153 862
7387 3267 -463
680 6333 657
6429 1902 -790
471 6785 -11
7331 8260 -565
5358 3218 -835
619 1761 -60
4156 2720 328
2219 6356 426
7985 7860 453
3890 1633 -59
2821 8349 759
1024 7777 445
2455 3233 -339
7798 4101 -513
5363 2831 946
4322 8142 387
537 2235 -668
3323 5086 348
159 7409 290
467 1972 -494
1765 4148 191
1898 2921 533
4304 8341 150
6686 3424 985
4298 3649 -944
6865 3488 -210
7565 6273 259
3944 7862 392
8351 4266 -902
5472 2067 -801
8378 333 -849
422 5615 590
2993 4792 -771
6436 3537 66
1167 4679 838
8185 4621 462
8387 1552 369
2345 5424 303
6396 7302 690
1640 406 -955
3388 6660 201
1207 584 -27
4338 1701 -310
2912 8152 -839
8019 3958 -965
3701 4291 -93
2825 2562 314
1185 3934 -11
8261 3562 -642
7676 6441 -908
856 4785 -105
5715 3414 -134
1341 417 -443
6276 202 249
7191 5180 939
1453 6781 -739
6833 3028 -739
6646 3777 -238
7578 663 229
6497 6433 737
6859 5966 664
3193 6962 460
6109 703 -407
1841 3632 -846
160 4048 -491
7476 4975 717
7628 3040 430
3656 6078 737
1602 8488 959
7381 1522 293
1024 358 -987
8174 4189 -774
431 2841 -244
2990 7861 -662
548 8024 771
3397 7405 -695
7640 7038 922
1242 3122 868
4236 8081 -211
3126 2539 -798
6005 2881 297
2735 6970 136
900 8066 270
1530 7330 -61
2930 5120 -805
3797 7706 492
1987 3775 -346
6742 1387 -990
199 1013 370
2679 7165 -908
7099 6118 -747
7545 1053 888
6715 4938 -123
5574 5840 24
3726 4086 727
8324 7295 275
3334 504 -469
8381 2167 -682
6975 1795 474
8107 1442 -132
5953 4170 368
6373 4841 -112
7413 7433 83
1313 3004 606
3851 7551 403
1980 538 376
65 7447 -919
2190 498 -443
502 3507 -135
637 2714 -23
674 256 -305
6768 3499 -734
1926 828 731
5457 3489 -308
6821 2052 -540
312 3318 -178
5489 8346 60
1381 6180 -596
2738 5915 812
560 155 148
1766 2244 855
4563 7285 459
5650 1954 -122
381 2316 -330
5199 172 931
4858 3081 -20
666 5198 -297
602 1562 -82
4059 7254 -721
6356 5352 884
4481 3644 -197
2406 1939 -788
1752 4195 -821
7637 8491 274
6251 757 938
3074 5607 302
1022 6286 -853
4139 2931 -341
5740 1595 15
6322 5931 -188
7968 2076 468
3447 6181 -711
2693 6425 472
5031 5858 -636
7773 7416 45
1294 6175 584
8010 7157 -731
1385 8145 -265
4593 256 510
7806 3106 -378
4743 6105 628
8362 504 241
4770 6822 929
6845 4228 405
1551 8195 -2
2413 6868 963
7832 105 -51
7277 4112 260
483 7265 -654
4555 5693 -152
3788 6907 -257
3085 2850 -84
3285 7641 236
1863 1020 -247
5489 7840 -289
994 1623 772
1255 1785 976
915 6388 -322
4041 3743 -278
737 2286 359
6574 3058 -181
5153 5707 -531
2777 7182 -197
4300 6967 384
5584 1332 -566
3909 8089 -210
4948 7861 903
7084 1343 940
4807 7228 56
2194 7144 -806
6665 552 -722
1302 6267 663
7990 5211 613
2646 6647 -314
448 1349 -316
6912 1824 636
273 2094 743
2635 3915 5
4600 1041 750
7241 2702 688
1385 313 443
1955 5407 -595
1308 42 971
8473 7740 770
2361 7968 552
6749 7150 -538
4019 2360 204
1912 3726 -858
2799 742 709
5194 4493 -444
836 8499 261
5846 4610 -931
4763 818 635
1412 6327 531
6700 5802 987
7710 746 975
8081 2176 981
7855 5373 778
6588 1637 -551
7325 4021 -495
3642 8414 -840
3809 2847 -825
7618 717 -334
3107 7338 -563
7378 7078 -85
1014 2709 260
7165 2604 -54
494 4532 -950
3117 6925 -428
164 7060 -350
1982 3139 -709
438 540 143
310 5814 -4
2780 7026 273
5473 7199 226
6113 5741 634
8499 2373 998
616 5367 263
7309 2899 467
8449 970 52
6578 7474 699
176 5841 797
7694 1402 485
7007 1731 -62
363 3992 -347
2292 3350 722
6247 5279 -509
5953 5478 626
2493 6616 378
1492 1981 682
34 3510 -125
7294 8192 -305
2907 738 941
6383 6597 -630
2835 5240 251
3853 8118 -174
1908 3212 751
6538 5352 -880
1313 748 15
1779 2062 14
4772 382 175
140 4918 -286
1279 1203 -217
2493 8292 838
2485 729 958
2560 8153 939
1670 3650 416
6536 7707 343
1639 6637 13
7676 266 92
6351 8488 -295
365 3819 211
6465 6620 430
7834 8262 624
7066 6447 17
3771 6618 167
2875 2501 619
5581 4012 685
8171 450 -602
1451 8224 404
6079 4267 528
1294 798 105
2709 7466 -628
7188 6013 -849
844 6708 -916
7056 6965 -171
6012 3882 -750
1722 1459 -872
3736 6971 -283
153 3534 904
502 5348 -202
23 4163 689
6552 750 322
311 4043 -140
7273 8075 972
4000 1495 994
1968 2960 -492
1661 4067 77
41 248 123
8215 4969 -4
4262 6813 -433
3587 2664 -892
6929 741 878
450 1545 -394
4197 6263 436
5000 4394 524
2608 7610 514
2117 8086 -284
7927 1814 207
4843 5157 949
6969 516 -901
3570 3175 916
4069 2757 658
5007 3713 579
375 2586 -580
5148 1134 590
1519 56 1000
172 4427 308
1424 7702 884
2440 367 993
733 1591 608
5553 3962 -20
4516 2711 881
1229 6646 -661
6214 6436 927
8318 5440 1000
4057 7234 -217
8248 6634 42
2080 5029 189
7292 7626 -870
1153 2815 -641
5496 8337 -317
4988 6564 -88
1786 5491 548
5427 7578 -765
1305 100 728
8405 7521 -375
8402 5004 -135
6371 5804 -15
7041 8462 -307
771 339 -863
8070 6958 317
7313 7254 -872
4619 2941 -721
6321 5926 423
380 5727 -296
1441 1572 -17
5958 164 18
1613 2518 -530
908 2081 737
1318 2968 -204
8115 7941 185
7193 5656 670
887 1942 511
5885 2939 459
1153 3036 -784
6409 204 483
4431 2059 801
4429 1201 -846
7351 5558 923
292 6692 -578
2930 4854 -521
5715 6512 -808
3270 4673 -706
460 5385 614
2525 1610 -927
7349 7274 -143
5114 363 875
1842 6348 -881
5985 7341 980
3548 1475 -724
703 879 -708
11 1064 739
4492 2250 -486
537 6050 -611
3762 3057 -70
7615 5373 261
3228 1065 -204
3397 5328 -648
2845 2198 848
4298 6619 -254
4713 4484 522
8190 1946 -88
121 4799 -977
2343 8100 538
3123 2172 709
1311 5906 694
8438 7205 -556
8090 1477 -128
1732 5187 -191
7454 1358 -440
7474 4 -581
6585 2652 -473
6954 6998 184
4730 7663 768
4583 4539 -905
5703 6064 870
2470 8357 842
6195 7222 198
7039 6896 347
7835 3723 -245
57 2721 119
3358 6491 -725
976 6274 -275
1770 2072 -291
3990 3478 -370
8339 5151 -610
1639 6729 609
409 4749 -828
8002 3494 -133
7791 361 100
7564 4360 743
5102 5796 334
415 4655 606
7593 1608 -81
4377 74 -28
4887 2055 -856
1956 7047 -852
1747 2726 -946
5953 1737 798
7202 7363 520
3772 5449 630
3943 6538 344
381 8428 849
2411 1626 891
6739 1447 -663
24 2528 352
1831 7554 287
7427 4422 654
5195 1761 177
3247 7961 -199
6823 8164 -345
6323 1615 475
1822 1098 -294
8210 5406 123
8412 4583 490
8148 6643 627
3059 4652 259
2754 5355 -977
2843 6428 307
253 3481 -757
6434 2980 -321
5053 723 816
7932 3491 990
4120 1084 -63
7899 5907 774
6811 6763 -466
1718 5153 723
4608 5290 -983
3677 3225 -584
1022 6447 702
5654 747 -873
7684 7078 606
5717 6511 851
2989 6854 -793
8052 5364 468
2678 4149 -880
4911 1937 819
1016 3165 567
6323 2688 -43
2982 4965 -366
3502 4969 -420
3332 3068 -317
478 3457 412
7202 1974 -142
3517 198 -318
4279 6789 808
6438 5590 428
2539 6273 447
8013 742 906
6252 5107 256
1089 2634 -219
4236 4654 -916
8214 3904 733
1697 5207 537
518 6498 -135
935 1830 12
2499 158 -445
6224 6412 943
8464 2463 -459
5326 3623 -891
4779 8412 -931
2204 1256 964
1074 7468 -956
4615 1487 -611
2973 1399 269
7889 3402 -346
8156 2079 -375
4201 6345 624
1439 1626 -32
1235 1904 466
2260 8224 400
5000 3061 -910
474 2289 -35
963 6166 -874
5137 2093 -942
3066 1503 554
5468 6514 -302
791 8363 868
8410 3999 -416
2065 654 -142
8176 7292 424
8457 1355 85
3795 613 54
2547 5060 44
2743 2451 491
1373 5247 -880
4739 1623 -999
4465 5656 -902
1222 6516 304
1177 6579 -325
1012 4043 -91
5623 4378 -288
3690 4074 -861
1921 7467 740
2258 4773 -253
5272 5698 -396
3014 4265 -796
3956 5188 -997
554 6986 -647
6173 4047 -952
429 4908 590
6069 5186 -539
431 3840 683
6212 234 447
1531 132 -942
6448 4337 -539
7490 4358 -765
7628 8037 -694
3469 1770 -99
7536 1532 475
2173 7304 -247
522 5970 -511
1323 4697 357
5145 6079 -726
6598 805 -234
8387 1554 -803
5233 4282 580
572 1617 28
2816 3464 -339
5480 7796 -278
612 7300 -822
8479 235 -31
1621 7517 554
2199 747 536
2638 2573 994
85 7784 724
2261 8193 -710
2922 4891 -233
7222 131 282
8372 3091 -810
3903 229 792
7634 5638 -879
3315 4936 643
7686 2851 -959
4544 2027 -763
5798 7281 810
4649 2149 194
8417 4589 224
7411 80 -276
3072 5912 -562
4788 6966 769
3448 3298 102
1585 619 858
2161 209 895
6241 8394 -151
2846 85 -506
2678 4999 -825
6885 5085 -245
3204 121 412
5684 4524 139
1095 3136 209
7922 6422 -709
3294 1590 -699
621 4565 11
7080 5713 -103
1945 1721 -98
2608 5899 -24
6191 165 -700
3858 7753 -374
2046 3522 -855
4806 335 -512
1171 167 945
1517 5774 774
5797 241 -277
7050 1305 939
3816 2136 465
5316 5620 972
4763 5845 25
6628 1640 -798
4787 6730 593
3847 6269 -431
149 4570 -764
5334 6748 563
2540 4658 134
6785 3413 516
950 7645 -916
7401 39 85
8202 4001 -926
4332 1142 -661
542 3758 514
181 4581 593
6882 718 120
1011 1644 961
957 1993 -738
2133 3514 -242
3533 4895 -371
2074 3853 996
822 4 766
6733 3964 493
1935 2909 874
6581 2182 -80
7655 3638 -609
546 5723 887
7579 8133 593
3518 926 157
1469 8274 -113
76 2067 452
5839 7876 -777
6061 1340 -923
6438 985 398
8496 6600 853
332 2613 960
2239 1292 7
5922 141 -262
4014 2704 920
188 1745 765
2438 7086 -350
7695 3180 0
1672 3 -28
5552 4496 -657
5987 495 441
4428 2375 449
4549 2956 -390
6459 7425 -468
7653 642 897
2121 1437 -223
1897 7789 -711
2063 5515 612
2629 6841 34
4075 4026 -458
5240 2800 173
8398 8183 718
606 4727 623
1247 5936 -78
8274 6004 269
8366 4016 426
4564 4030 234
5365 4362 -790
689 5660 36
6610 4953 -232
1315 4558 -981
7093 6812 -423
4689 827 529
686 3123 -433
2250 2633 1000
3478 1395 156
2201 7172 30
3236 3964 -856
2299 713 -575
680 6933 -948
7798 2406 500
1502 7727 -294
7573 4586 849
5831 665 -501
7553 1836 -597
8247 4639 -129
954 1835 -503
2348 1015 -937
8066 3561 -202
4073 1013 898
5203 5404 -190
336 5930 843
7194 6603 232
5802 3705 686
5037 644 877
4966 23 -620
4788 180 475
5509 251 -325
5481 7954 615
5970 4137 478
2028 8253 -65
8054 7085 -917
4451 3917 -910
2458 6278 -432
4576 2968 -654
6761 8148 237
2067 4826 196
4554 4520 30
308 391 522
6825 2199 -498
5470 7959 991
1805 5244 -83
6706 4790 -696
6755 2017 -595
2045 2378 -355
3105 1075 507
6707 809 -943
6198 4396 93
7139 7481 808
1953 115 -182
869 974 922
3580 7558 896
7097 6842 152
7009 6132 169
5174 5134 -194
164 3229 803
587 3579 -954
6100 3387 101
2778 7197 1000
1885 6419 -696
8269 3007 967
921 3507 -225
4531 1102 263
7418 389 354
1210 2237 -484
8245 490 546
5187 7693 -488
1062 4926 -905
2807 3671 384
8125 3428 493
7451 1130 -708
864 2151 923
7476 4891 402
305 3070 603
4463 4504 810
1564 5000 -239
95 1330 774
6411 1079 570
7685 3120 736
5910 1602 407
8221 3442 -822
4254 4735 -741
1977 2329 -927
5095 4925 569
518 4618 -846
2770 3343 964
4592 6451 -403
4234 1532 595
687 5059 109
5702 2088 457
7094 6299 31
773 3490 237
8465 4741 913
3808 5374 623
5587 7865 -692
7409 6734 -638
5956 8271 90
4342 101 793
5491 255 64
3027 5197 -801
296 8365 -990
7585 7835 963
6228 2155 -567
5767 5432 -558
487 6009 71
7259 5662 -755
4014 4180 -422
2702 7022 -594
3889 7564 567
173 3341 -27
5 6824 7
4367 2922 158
429 3526 253
7497 15 -564
1104 1309 -969
5678 1761 -343
4021 8422 -16
5680 5569 781
3016 5235 686
3009 2378 -413
781 4443 -238
3791 3300 589
1217 2091 731
6509 3511 91
7841 1777 429
6751 5822 -863
1799 2152 938
1529 2697 -505
4797 517 672
2222 3339 -823
3608 6803 221
4657 7931 25
4146 1485 -817
5314 2762 265
4391 3607 -103
39 4706 -454
921 3728 76
761 7801 691
5253 5380 -323
1935 3466 -947
1423 2713 74
640 6715 228
1084 2083 693
2430 4254 84
1826 39 397
1886 6330 38
7011 1513 661
1548 2045 25
5449 818 -897
844 1333 620
5213 2246 -191
783 3879 129
4599 969 582
1223 3252 546
7245 3336 253
4672 518 -82
5291 408 653
4914 4875 -561
2513 7086 -172
4265 8141 727
8192 849 -192
350 2785 701
6276 7073 -807
4478 6763 -602
2644 2 624
864 422 -9
4743 4480 596
5437 4613 639
7123 1867 -220
3165 5786 93
7103 7422 -835
5003 6649 305
2714 722 370
6329 5074 -78
4103 7937 869
1200 564 -829
7294 7864 246
4842 8110 -542
6393 68 266
1 8188 -147
6459 2799 613
1206 4480 381
2132 5668 -794
225 6759 487
8050 3631 582
2796 3386 -322
6529 4968 798
5244 8357 315
6621 1819 931
6741 8394 -74
421 1526 -615
2728 6754 -594
5865 8346 840
889 6273 -74
7587 4094 -126
1869 5586 365
867 5874 -531
2721 3742 950
78 159 -148
6662 8107 -18
162 2597 -378
3461 7197 -703
9 7252 994
1703 1349 0
5045 7881 355
7860 7175 958
2845 1869 505
1661 3715 -27
7247 2086 -130
6454 2930 778
3751 5452 -576
3616 1306 -252
7932 1258 -538
960 1414 535
3801 8179 793
2555 1279 945
1193 7817 400
8338 836 -173
7835 3163 297
2718 738 891
386 6782 -211
7653 5197 649
7641 8049 86
4915 2796 503
6285 4230 -264
6851 5220 -600
2421 4525 -61
6628 5534 -760
268 7452 793
2995 5811 140
1943 7278 -325
1561 3742 -517
6830 3874 192
7143 8124 165
3748 4351 -714
1507 3364 117
7503 7068 -831
3956 3091 616
4208 7961 -801
4511 7035 -298
7270 7041 -326
2309 3595 532
756 636 -748
6284 6860 -537
7687 7960 -869
2331 8194 463
967 6782 990
6057 1110 558
5444 6268 -582
8132 4731 -112
3511 3039 160
1765 543 -49
6553 6582 -181
6285 5798 67
6861 2702 -660
1226 6620 392
5114 5823 -500
6505 2401 -363
4112 242 -466
510 2959 -336
7504 6935 650
4428 5733 989
4253 115 488
3981 2948 -752
4279 7698 340
4610 2820 691
4554 3427 261
1459 3338 962
106 6569 -404
736 2741 -482
5805 6458 -867
657 6504 -811
1205 423 -530
944 3768 791
4159 821 666
7661 6606 -775
3872 5691 -36
7944 5023 -558
4844 322 -629
4313 2476 -960
5276 2004 82
3482 1781 302
1672 7303 153
1789 6403 -362
6496 1260 219
12 7296 226
6465 6586 -576
4417 4203 306
7114 7695 394
6484 6115 230
7639 1105 597
3934 5656 -38
3474 5330 -118
6297 1142 -874
2061 4908 642
7705 2625 -364
4736 7753 -546
7573 6001 -209
3302 2521 -739
1248 7540 22
7843 5358 -172
508 7481 187
5329 2610 427
4909 4194 -499
3024 3946 -875
4083 6454 653
2041 3999 -23
8456 791 583
6594 3172 354
3141 8413 -722
3943 4710 -650
2317 2687 -132
7149 1656 124
2333 4880 271
7551 1927 -438
5987 982 -431
2340 3438 243
1083 6238 759
710 6176 -159
6861 3779 -579
7124 7693 380
3707 7058 760
6420 1246 -514
5334 3422 414
5353 4011 -45
21 688 749
4538 8407 -295
8004 7511 -962
8316 6035 973
4257 5870 -850
1230 6987 974
4122 7703 -27
6281 6222 913
4734 8037 141
8272 8142 -421
6362 1213 -656
2598 4849 -944
3740 5852 -803
7291 1840 -625
5898 6770 -510
2430 5107 -761
5897 4928 706
1340 7372 75
2011 8466 330
7847 2150 541
5314 3002 -848
1273 7277 -969
4172 8035 69
4295 2870 -648
4112 2655 -945
7825 2431 -837
331 8480 -73
3515 5916 -670
8256 641 799
3528 3206 -460
6007 1387 -675
7401 4324 -760
3317 8396 -577
5200 4956 63
1855 3039 -655
5693 4946 325
4417 6826 986
5949 2219 856
2706 4272 -317
7744 3915 -313
5165 1530 -873
7864 6244 -517
4338 4524 12
491 1350 636
2009 784 -322
5622 6339 -896
2069 284 -543
3463 4438 -1000
5966 1731 -283
8023 2965 -629
7672 661 -706
2915 4725 -415
2711 803 -995
6385 4008 -633
2995 7305 -477
833 6097 -969
7429 2181 -510
4564 7200 194
5403 2916 -786
7489 5351 -535
7294 1620 -228
4813 4525 -331
3592 1376 844
7717 3858 62
1206 443 11
5884 3356 -762
4230 2594 -519
6530 4170 959
724 1075 -978
3783 1036 337
742 4782 -727
2755 3930 -390
6400 5854 -754
5113 1797 183
6121 3075 -817
3581 7704 -118
5188 590 979
1602 7542 472
3547 4311 982
3789 7276 -147
6501 1798 156
3168 1554 998
5587 4093 -98
5427 7791 -843
3111 3073 564
7347 4008 -394
3749 8225 -533
2668 4995 971
2506 2131 123
7159 3562 527
884 149 21
3819 8131 -502
7045 3601 765
2473 7143 -264
4301 3819 -303
2181 3082 -520
2869 4163 893
1147 275 661
