16
946 853
286 54 -148
261 668 407
795 523 -278
201 557 711
776 688 -264
226 585 -461
335 373 -587
441 646 -308
327 460 20
749 253 -792
500 699 95
26 660 -663
740 147 -343
684 597 398
52 148 466
65 181 -791
75 177 -642
107 808 -160
283 106 -114
610 766 -843
298 280 -516
384 311 374
324 134 -886
568 110 667
138 740 -363
143 296 -265
74 544 -441
501 663 65
72 670 -287
332 65 32
749 808 -987
473 371 311
304 559 -574
262 104 -621
647 786 894
783 270 123
496 385 188
532 196 516
689 667 205
712 333 -448
536 40 446
552 78 -745
661 520 -266
425 437 -968
68 162 -577
370 728 -80
16 165 400
228 653 425
65 661 117
700 33 307
256 732 -405
299 565 997
555 480 826
36 573 -847
778 343 -496
802 168 -574
274 267 -822
686 247 705
519 642 -803
163 384 664
708 296 -60
89 163 489
374 747 -632
161 158 35
799 715 -893
671 354 -630
129 206 -201
795 798 -167
259 22 832
392 568 133
318 99 -631
735 721 307
107 756 -149
641 725 -418
362 131 -981
394 716 -12
538 592 81
353 226 211
366 525 -836
342 802 905
454 739 -35
482 513 317
639 69 -50
120 572 -519
44 678 -288
315 143 500
52 108 780
763 297 27
108 208 770
125 72 -911
217 600 -666
248 281 -693
677 120 -476
363 414 -618
166 378 -205
647 697 89
428 230 -962
387 197 956
217 537 919
417 637 -135
589 778 616
194 748 -949
224 376 -910
144 387 -495
142 320 27
507 64 -744
147 611 390
190 232 108
500 746 55
786 53 -126
697 291 -476
448 249 -190
718 512 -978
340 771 959
402 502 -105
151 27 -302
251 442 -340
775 736 -218
429 202 -479
629 84 -941
149 731 446
539 502 -297
124 621 102
255 681 230
155 147 740
751 677 -547
146 792 -228
568 239 -176
114 59 -514
718 290 -105
1 702 816
593 154 -900
195 92 -65
61 318 456
227 148 747
168 44 -469
80 88 373
774 621 -986
634 543 319
246 7 569
703 352 -72
510 63 -467
4 644 806
143 722 662
385 329 -234
156 449 930
245 753 -353
458 109 -164
635 658 917
218 691 -352
433 659 318
305 29 107
629 638 -402
319 603 421
795 805 -583
10 654 -348
543 638 512
542 364 -613
641 622 -231
224 806 985
791 632 -970
806 349 -288
683 23 664
204 9 380
796 125 -698
594 692 -348
368 342 918
35 3 792
546 707 -660
535 777 372
221 14 814
146 686 -932
303 559 719
628 303 673
276 145 -266
204 417 318
100 36 625
647 441 15
727 136 -153
173 141 11
547 556 983
15 289 14
653 628 -968
185 392 -246
442 516 562
761 277 461
421 108 597
209 208 76
9 86 -935
769 204 107
22 604 -955
415 103 150
449 132 -30
308 99 397
519 255 236
723 323 20
473 794 -738
344 50 -386
127 711 -265
795 44 633
673 687 680
405 626 -426
661 420 -647
571 666 510
315 299 -670
752 400 -296
442 483 -439
112 410 -262
386 130 834
440 687 919
347 597 -559
504 245 -52
116 148 -87
636 548 -173
421 171 -816
256 297 417
105 257 571
648 644 -382
229 464 729
236 749 185
154 466 -77
108 186 -78
560 518 129
676 641 -37
533 27 335
675 9 348
667 210 675
519 654 -239
265 305 137
351 435 659
228 151 879
44 635 -675
264 501 -223
686 270 98
733 86 655
27 762 -629
544 84 -995
181 550 468
649 184 -735
783 403 978
290 689 795
293 219 -389
164 597 120
702 80 -429
524 794 5
140 627 -825
369 129 863
132 765 71
174 299 213
577 254 -307
790 325 478
334 528 -654
653 402 -426
659 244 -772
478 368 -244
705 170 -18
201 197 436
609 272 674
282 326 268
348 380 -375
727 234 -554
184 738 -619
555 213 576
358 736 -288
304 632 -433
600 52 852
559 451 176
738 707 -832
726 803 -750
449 709 137
388 281 727
143 36 206
13 807 62
742 6 -869
621 251 102
521 633 -646
233 154 835
235 157 -842
379 460 -857
644 705 -388
504 558 571
12 278 388
250 410 -161
624 519 471
686 636 -553
472 558 981
669 561 -622
550 167 -166
641 293 176
452 348 -185
331 218 229
206 624 -693
790 386 527
649 280 -299
524 383 47
45 763 103
759 458 157
600 565 678
92 293 59
212 252 445
759 289 -819
313 537 511
309 136 -781
626 803 -866
71 296 -956
569 260 746
208 532 -815
289 427 -768
477 28 -645
223 518 -868
575 651 481
768 31 -155
576 81 -142
414 460 -292
558 186 -105
94 308 -683
305 685 -383
214 224 932
496 98 627
530 191 -720
402 163 902
21 28 345
237 128 132
182 147 102
421 482 825
630 745 134
483 248 -685
276 771 657
745 387 -959
480 344 675
699 728 651
450 220 -439
218 367 60
137 236 -317
621 577 -700
561 783 -247
71 126 -827
161 10 -422
578 405 -277
58 360 -526
508 800 -432
641 310 604
385 240 429
17 96 511
691 183 653
125 59 53
371 554 734
449 113 -974
719 366 520
495 142 -454
492 718 -10
362 48 955
168 430 -519
289 612 -108
500 653 -103
689 91 448
152 797 -598
800 758 -271
771 659 -707
1 704 -650
315 674 421
471 656 -927
640 741 -146
117 262 560
253 723 87
135 591 -462
791 782 -232
713 707 -95
698 316 529
539 98 757
538 160 595
86 211 515
567 530 172
344 151 856
91 41 -171
24 777 14
92 752 -554
419 684 -798
122 803 414
427 797 -376
640 359 -858
99 456 519
354 504 785
244 136 -222
164 527 -875
490 89 502
481 256 588
55 607 428
503 216 320
598 541 -881
214 324 -67
656 12 -476
108 65 31
249 141 -649
669 411 322
549 512 670
296 162 -498
172 443 491
154 235 453
773 518 48
761 652 171
54 654 415
406 132 -724
740 395 132
221 487 308
12 132 401
350 284 -359
14 652 -58
128 335 982
90 280 122
564 129 -271
409 98 195
481 759 563
787 423 -486
124 638 604
38 322 -525
717 755 -528
75 702 61
352 232 793
467 797 44
581 451 110
660 387 -293
149 704 612
705 426 -615
608 688 -377
374 580 522
619 649 -660
224 428 -423
438 271 682
668 411 381
742 444 -408
762 632 -817
704 722 759
233 643 -813
586 775 259
322 16 599
801 684 686
790 638 -900
506 743 -661
686 371 922
508 266 -574
497 776 588
652 124 691
604 378 -74
217 306 120
413 147 640
691 602 -532
533 382 -324
718 39 -367
791 312 -925
686 28 627
350 131 -550
237 720 744
128 756 760
317 418 273
491 100 503
294 432 400
619 71 -307
537 68 -223
498 502 377
88 627 -153
718 678 576
615 737 -511
234 19 667
449 315 -999
575 310 -583
545 449 745
312 86 -830
324 555 66
545 449 1000
248 538 769
43 701 -187
444 585 -48
71 364 782
644 515 -564
381 682 -160
603 333 -258
45 767 -13
193 188 -580
615 495 -305
793 631 309
185 704 -478
300 155 530
670 11 -913
319 315 760
29 589 -211
240 200 -25
581 804 -444
307 783 31
760 733 -875
440 10 396
148 422 210
549 279 -788
740 742 346
233 237 575
755 799 877
339 721 547
328 481 21
124 118 -733
30 592 965
593 12 333
502 200 -397
116 665 384
132 440 -540
599 191 684
715 761 -675
120 674 -197
78 593 -125
498 399 -834
73 743 987
84 378 290
295 124 -444
602 444 226
46 44 431
552 290 -225
396 59 -317
362 569 -10
399 239 -213
5 297 -265
762 85 565
594 595 40
793 451 -836
529 734 -645
426 75 -214
747 676 977
540 386 -129
225 188 -543
150 257 619
591 221 913
106 643 -161
646 765 -36
330 271 264
306 524 -597
504 308 -35
149 474 -691
165 574 -762
389 128 -475
662 441 996
91 239 -683
295 22 -248
453 536 -247
65 241 871
634 519 661
109 70 379
92 366 -677
359 511 287
307 809 824
510 463 -424
444 30 163
153 281 -135
155 165 -708
744 539 740
238 726 363
719 650 -735
544 271 576
509 41 261
724 161 -881
195 512 -507
310 393 563
614 48 767
256 788 -238
729 622 -790
570 269 350
26 108 354
111 294 594
794 682 -692
435 744 342
209 334 353
111 367 -827
358 539 -81
484 664 -552
653 658 -346
488 267 738
244 554 -222
123 615 944
688 713 713
403 714 666
195 729 896
562 369 -112
419 469 975
609 284 268
196 667 96
487 161 -749
260 752 -676
511 604 -130
294 31 -909
75 535 208
315 143 182
536 609 -99
806 126 968
292 712 -711
219 31 370
155 95 -746
112 524 137
49 361 -825
723 19 -701
77 298 916
92 458 843
534 786 -252
519 541 -930
489 280 754
366 331 -86
253 121 -30
777 612 -555
23 229 797
795 728 -735
412 150 657
555 39 -936
477 439 293
374 184 -15
65 207 556
393 104 988
307 648 849
114 321 93
28 358 467
737 72 -497
270 28 -664
943 937
451 236 -587
727 343 -178
742 70 -185
532 312 433
894 83 920
529 562 455
928 862 -930
206 99 290
101 587 -276
248 530 541
235 798 5
499 887 381
222 335 -374
353 620 -93
156 874 812
184 412 -162
180 198 -547
930 28 507
415 225 -443
46 190 -989
224 871 -511
183 721 429
292 858 778
505 114 -391
823 937 502
541 104 -743
682 301 168
486 78 -906
772 541 -62
884 753 885
117 196 -220
381 911 -21
727 366 -567
106 395 -802
615 316 -870
80 533 676
552 698 -618
106 897 996
853 690 -682
295 704 -270
509 820 735
372 545 215
406 748 -989
7 734 -81
395 483 286
503 535 -299
939 239 4
779 397 -549
438 881 816
350 566 -82
523 9 171
654 655 -507
943 236 -449
339 406 -104
360 205 896
150 520 203
745 90 -887
508 34 -555
825 37 -154
791 730 -524
804 328 -644
238 761 -561
770 617 -859
324 806 263
928 29 -568
841 620 474
771 770 -187
551 108 478
934 541 341
508 51 -705
926 105 681
351 408 -674
143 538 757
322 311 609
260 380 -128
676 288 -570
31 745 55
299 372 -305
901 378 -942
125 732 -343
542 11 -387
194 899 -240
616 747 -557
193 152 664
19 654 -554
587 803 804
130 900 -643
190 225 473
404 45 -245
359 638 -389
673 764 -578
419 356 450
282 808 -507
508 406 -357
327 780 606
583 200 -729
860 205 -589
397 430 -434
429 374 329
403 334 -995
628 621 -274
741 804 154
280 109 -872
339 427 -318
336 356 762
574 916 -158
120 681 502
372 453 -267
722 776 111
794 492 -778
187 943 560
176 637 829
761 909 -371
701 62 204
570 98 -464
770 161 -604
722 59 290
534 869 -778
465 714 -237
721 501 326
855 864 339
368 787 91
686 308 349
652 103 5
527 821 -103
106 745 -845
176 590 -175
924 106 702
786 118 336
723 384 -18
872 659 91
121 273 571
275 893 -157
40 703 161
250 671 652
196 283 485
85 512 566
240 909 243
313 583 -529
702 408 -936
107 81 -441
402 440 -589
823 689 195
66 217 522
731 315 400
321 558 220
249 592 669
250 646 628
90 326 -163
574 201 -829
225 800 -867
409 230 -390
889 459 -46
44 883 -826
765 166 599
805 226 450
258 62 -830
356 283 -597
57 408 -844
157 320 651
662 465 -176
438 398 578
540 819 742
839 177 -897
255 651 -833
942 298 -691
100 472 -139
503 581 530
4 339 298
173 218 -431
638 594 118
640 552 904
699 544 102
624 871 -300
63 104 -968
935 38 -114
303 508 -685
598 294 603
653 719 332
537 96 12
2 475 -324
576 499 439
719 767 -196
94 248 -709
272 181 -315
139 80 328
191 929 694
330 436 -878
240 83 320
769 101 877
549 194 216
651 111 244
12 813 769
535 663 -606
608 124 -884
770 912 843
316 230 -700
668 938 -507
27 70 -32
54 342 104
373 272 219
373 624 -176
80 828 -916
70 307 520
86 342 592
188 377 371
625 302 430
750 183 101
891 604 859
63 543 -426
393 21 659
323 241 534
290 868 126
741 240 195
710 460 314
623 138 -152
838 624 -981
149 223 553
474 89 363
134 943 472
334 422 217
240 14 -444
673 152 58
810 299 451
938 741 554
677 407 996
523 230 -244
256 129 840
186 465 -260
452 142 -136
615 759 198
304 658 385
863 923 48
52 557 42
924 43 159
311 335 -634
344 516 -395
82 224 437
706 792 497
366 941 181
826 579 205
927 551 753
403 717 -233
23 182 358
228 123 470
470 263 -477
242 27 226
8 42 -37
909 377 316
310 510 -922
404 46 389
852 497 261
660 437 472
163 217 -961
631 273 -800
485 777 -470
776 928 -361
155 32 65
112 14 95
296 298 -321
375 293 -577
256 10 322
190 841 -676
676 773 -974
826 228 -232
705 383 978
87 410 657
202 578 -819
833 746 821
291 712 -766
775 464 962
478 901 286
47 172 691
49 618 313
527 213 988
202 179 -226
753 490 598
423 772 -315
588 99 -964
675 520 -641
477 1 897
61 780 131
819 37 -547
758 361 29
803 320 -85
830 589 -649
279 817 -683
521 119 -977
799 589 381
531 834 -29
929 912 66
443 230 -927
582 455 791
119 150 792
90 14 576
45 900 -746
311 507 -81
472 715 903
728 309 541
921 334 -503
345 728 361
138 380 835
31 856 -275
684 73 967
35 569 -294
391 237 813
919 134 -352
27 795 356
18 118 576
598 593 -554
56 478 -228
312 306 939
125 250 -853
583 450 -525
132 522 948
489 233 -649
905 761 -902
436 791 573
33 924 -106
270 415 -300
335 793 620
688 775 -725
67 514 465
824 811 -639
389 795 550
535 446 918
20 120 766
475 116 -42
134 456 937
639 661 -80
94 215 -190
679 24 -945
266 683 -776
734 202 598
327 600 -888
294 374 989
593 746 221
749 295 818
641 21 495
63 183 143
85 800 10
432 149 -333
398 868 657
756 522 679
181 113 -851
543 568 59
663 668 342
13 626 -562
534 143 433
243 545 -141
538 602 595
56 709 908
411 349 439
584 85 470
203 186 -670
783 273 172
741 679 -799
431 250 91
894 657 -866
342 348 579
78 290 -519
512 746 -516
155 54 -338
899 850 700
755 681 -21
80 547 -615
781 854 690
721 459 849
168 823 -679
460 64 -339
930 356 -224
423 693 2
326 738 -892
100 327 -508
342 160 906
853 8 -454
362 424 27
857 882 -13
81 88 -648
378 219 -754
936 550 -459
940 909 239
835 153 -812
224 654 -220
609 548 -515
233 805 -507
321 325 513
749 709 -536
325 66 348
279 537 -91
442 11 321
419 156 776
820 749 890
282 684 -183
934 315 15
878 359 362
649 450 433
889 466 -568
367 295 -414
484 348 545
668 581 -164
225 551 352
259 866 240
452 619 601
406 741 130
822 456 -183
595 943 -398
812 715 539
778 248 964
243 173 -492
816 179 -956
232 642 -396
228 250 -618
477 847 830
270 636 804
684 829 -428
137 102 -769
380 721 827
760 280 -453
200 243 -159
470 472 665
92 668 206
497 341 -810
6 873 -160
330 915 -874
926 308 -679
401 520 746
43 909 359
830 914 936
197 333 -651
423 507 934
97 175 -403
544 618 329
140 178 635
779 138 -183
794 656 -171
110 732 723
773 845 -325
858 872 578
35 826 -948
228 512 -25
619 304 -445
428 874 -905
715 20 -651
23 635 805
551 340 687
43 260 -3
821 546 -706
325 187 -460
458 189 476
435 519 446
807 117 -971
184 202 768
550 104 -250
259 584 694
100 562 566
135 836 -422
68 591 -18
284 814 653
267 412 -921
303 170 806
195 567 686
74 507 -283
757 865 82
924 272 -633
170 333 -855
675 177 757
672 233 -680
664 39 437
113 376 -970
227 937 -82
49 599 411
415 370 289
800 478 502
90 523 448
834 479 -17
663 404 -498
934 243 101
322 605 630
270 695 -742
503 304 -295
640 455 338
45 929 727
808 530 -928
468 641 -996
908 501 -146
901 39 658
257 290 -580
123 844 367
478 526 -615
330 100 992
89 465 512
431 741 212
61 444 571
147 934 186
765 190 995
96 56 -562
170 859 980
919 695 319
461 857 -399
677 116 -401
147 562 -373
535 412 972
459 184 -723
831 63 -772
361 324 799
828 727 -243
876 360 886
645 747 263
204 35 863
264 829 903
196 914 -161
308 463 -19
522 6 401
214 186 -285
835 805 592
502 705 816
755 441 904
562 503 -6
714 180 -184
320 678 -979
168 117 499
265 564 -120
660 828 -163
226 835 634
166 44 641
868 324 -860
922 499 214
908 529 806
528 784 -96
130 520 935
853 289 -268
735 877 876
754 383 -147
838 840 341
603 890 416
386 114 987
641 593 -306
591 125 -194
510 675 -272
156 941 692
334 237 919
96 901 -78
49 732 690
491 582 975
444 359 728
72 463 -80
339 44 711
869 292 -161
732 911 -826
323 665 -996
348 192 267
934 376 502
384 688 -853
325 206 -159
817 301 323
508 796 -681
381 76 -339
428 740 -303
899 289 740
464 859 -942
41 73 -130
800 518 248
43 274 233
598 759 -830
427 802 -340
235 498 -399
51 549 842
336 903 158
873 18 399
178 26 -154
333 926 563
161 826 -175
369 259 -17
389 234 -513
393 227 201
35 652 444
268 70 -878
236 905 612
569 204 -734
343 698 -578
505 743 -120
357 503 451
632 911 -932
255 792 206
519 592 -340
894 620 -854
835 765 270
616 866 685
887 568 45
415 531 399
603 6 465
370 167 -866
784 833 825
117 201 -928
211 893 -862
42 283 587
195 239 483
267 463 608
160 901 877
179 768 538
784 820 -550
99 305 318
85 772 -109
607 443 184
857 356 137
260 167 -548
846 528 -236
296 866 -456
384 458 -533
916 174 9
71 237 644
356 345 -205
424 198 -224
90 222 169
388 591 911
215 39 -347
593 182 -618
449 51 -39
207 530 756
653 611 557
662 2 430
385 562 984
796 504 -508
145 172 760
336 679 845
437 833 463
232 916 770
830 646 -107
907 672 -27
512 594 717
618 538 396
427 909 845
942 147 849
471 270 -726
381 552 -611
346 31 622
416 37 596
924 190 -573
615 865 716
258 105 -909
114 899 381
902 185 -956
695 875 581
754 919 848
795 499 204
117 652 -570
717 745 -764
137 787 599
70 716 -930
652 117 -372
489 575 -850
505 545 -941
186 260 993
186 596 927
918 496 160
151 635 557
460 401 -861
74 810 61
763 587 -203
358 899 -237
84 823 -80
794 95 -289
262 471 -775
881 489 432
521 943 417
266 898 -254
28 922 381
403 363 -362
902 928 -972
181 115 -282
420 293 -574
920 725 130
460 719 120
736 917 381
848 440 874
723 182 154
555 231 478
456 509 -899
796 428 791
557 72 -503
358 155 -138
257 235 123
677 199 358
562 607 439
635 148 889
270 393 -199
705 478 -2
340 593 -148
331 179 -730
313 588 -678
126 418 781
732 678 665
771 82 -411
306 35 -94
871 33 -754
152 797 447
614 579 290
712 376 188
5 608 -997
607 638 689
625 795 118
635 880 -221
663 111 -83
789 123 -24
153 436 188
808 882 -448
676 261 -784
728 323 -119
185 345 -613
484 465 -829
843 937 -207
1 436 811
860 410 -113
703 450 263
284 276 -280
928 371 -884
507 610 241
254 301 -880
800 675 207
284 322 -643
801 228 869
231 110 -272
452 247 860
50 405 -21
204 820 340
12 277 -96
649 853 -454
323 31 -235
322 545 821
670 356 597
907 519 56
52 86 408
936 388 690
322 910 831
157 786 471
118 245 -452
837 482 909
31 90 126
76 527 85
725 735 9
505 333 -831
61 139 747
894 942 -842
256 614 -887
246 6 66
792 506 -711
719 745 334
880 110 201
543 881 -535
934 125 -857
569 577 782
239 410 -317
930 80 118
160 338 192
242 777 978
788 562 -679
782 75 425
807 149 -995
165 521 555
514 229 -456
197 812 936
195 496 879
198 363 -802
683 745 732
486 82 717
662 392 -985
779 264 -979
211 44 216
543 526 -989
723 457 -777
48 875 908
562 346 -270
118 791 54
141 806 398
626 450 790
794 520 -120
19 618 -136
817 176 99
426 82 835
333 113 -482
308 220 925
38 611 718
191 830 754
904 47 106
563 318 348
608 580 524
348 716 767
841 8 736
14 176 -854
847 877 -15
463 797 147
560 99 510
779 622 -355
300 639 625
698 856 86
530 601 -316
5 75 -484
253 667 461
924 575 615
139 936 -895
699 671 957
493 459 -852
693 931 -754
154 498 -517
601 63 937
3 37 -188
749 334 -683
96 673 -76
631 567 42
757 233 -729
792 550 -156
502 501 753
749 357 -531
187 889 581
269 35 939
875 552 -681
912 225 838
606 228 736
613 563 365
21 943 -330
249 393 -833
785 617 -267
23 57 289
920 208 294
916 98 -478
798 113 711
138 665 946
398 378 990
373 142 878
299 216 907
423 298 -922
660 685 751
722 222 550
680 293 730
246 769 220
561 70 -889
453 184 583
194 2 -309
611 523 78
885 815 -759
107 914 54
938 199 9
113 547 -95
101 841 -635
498 751 -389
493 898 -833
169 170 710
911 208 -179
767 794 849
129 441 -54
253 333 530
728 559 200
557 818 -952
104 939 529
527 644 -39
708 205 -684
417 599 -380
15 845 -484
123 900 -738
27 37 540
491 26 -847
137 327 -885
94 499 -145
857 223 317
592 719 -242
129 563 -132
452 574 -112
697 606 -133
683 846 -723
33 357 -330
796 645 303
879 802 861
43 329 217
347 608 -443
565 834 543
825 822 477
577 936 455
586 632 190
559 573 317
804 478 -300
343 81 -196
654 294 832
682 676 811
931 405 -352
819 494 -185
900 816 28
452 580 -863
510 72 575
119 767 -734
67 419 -453
78 902 -144
871 931 -133
680 781 503
184 648 717
389 544 -922
331 742 242
656 494 84
747 367 477
98 110 50
421 126 -404
867 316 645
143 519 78
70 638 109
294 44 400
686 737 -303
709 678 -399
172 154 -35
559 159 570
315 866 -745
911 832 784
268 395 747
884 171 983
236 352 60
206 399 274
256 836 -943
299 488 -511
156 58 458
781 659 -163
537 592 -289
284 723 -294
255 315 -682
842 535 -521
741 41 -833
495 64 530
761 94 143
457 60 584
880 273 515
507 354 147
268 618 -539
513 494 611
619 737 -434
698 298 -335
902 375 -443
72 47 -95
301 384 232
664 528 372
967 860
680 314 411
427 610 563
263 138 -799
290 756 938
82 270 -786
152 372 142
830 244 8
319 154 -656
402 560 -255
725 882 535
36 15 -596
434 115 -603
412 23 826
560 50 -706
5 663 282
660 299 50
670 846 -632
599 392 -560
720 83 154
487 721 76
576 175 24
206 660 768
557 829 -275
262 498 -753
274 436 874
866 394 494
391 916 893
88 838 677
526 808 679
175 231 644
475 696 767
948 25 890
934 15 875
244 273 -320
43 668 -753
310 954 269
778 204 -608
107 911 -430
374 813 627
63 965 -819
632 847 479
756 766 902
168 64 -903
58 497 -979
7 946 199
374 522 550
268 690 967
341 869 -601
512 568 575
53 289 -399
905 893 326
574 651 410
465 940 -145
793 456 361
233 659 -763
455 202 -371
840 582 220
433 491 781
168 69 506
344 419 474
293 346 -785
69 652 60
390 609 -72
151 904 552
786 147 655
100 35 446
925 288 -904
845 151 -829
813 436 3
819 378 -716
368 645 -960
911 324 25
35 816 234
536 864 748
921 153 772
436 701 -166
789 954 -549
810 717 697
756 157 -11
112 321 -121
64 884 -861
235 805 -65
603 563 -757
319 173 -649
446 722 592
777 281 487
575 91 360
512 715 -546
709 226 -514
409 912 618
416 688 593
165 280 738
524 588 -578
753 496 290
621 663 931
99 262 353
444 576 -306
315 298 -399
41 293 63
567 708 489
965 115 -205
508 465 -376
547 459 -5
577 767 -694
545 474 -928
840 424 -567
254 246 -369
316 709 -78
360 510 531
242 341 -222
885 766 163
693 671 -383
660 169 -140
174 704 968
360 347 -426
910 327 107
384 775 372
884 1 -294
643 312 -387
810 326 -761
2 443 -862
435 622 163
245 377 870
324 619 -23
539 253 -874
120 15 415
497 480 998
111 314 -86
771 384 827
63 940 -686
160 805 -292
803 831 915
716 551 11
689 913 818
373 227 170
5 205 788
806 320 236
462 317 876
657 948 -537
241 900 -450
425 40 -51
708 816 870
534 793 622
289 184 -1000
417 788 -321
384 484 -896
213 434 685
532 547 -5
71 348 -226
809 717 616
665 450 331
400 226 -528
909 847 -603
394 565 -38
195 758 -805
413 3 -823
915 354 603
148 524 -553
818 235 83
860 58 -647
839 220 785
915 732 -502
302 139 -635
32 563 1
759 235 -809
875 740 -900
432 956 340
939 435 -960
726 131 -94
25 857 120
41 421 -787
797 259 800
463 556 -113
87 109 37
823 650 1000
880 732 235
557 356 273
340 323 206
72 482 266
206 611 393
856 118 -459
725 775 -984
895 132 -628
603 691 -86
951 55 371
18 487 942
381 46 728
518 924 -733
917 728 494
51 822 450
219 387 -259
385 538 942
496 726 -991
913 547 692
761 181 687
840 433 -466
732 28 499
509 930 -97
42 921 207
681 645 -806
578 44 623
736 312 -156
687 46 968
761 674 -656
500 956 768
43 50 -474
48 350 884
482 797 -742
250 659 -661
745 764 490
755 935 -770
190 712 688
638 728 41
298 357 206
596 790 -811
85 826 -771
390 941 962
258 700 124
130 308 862
887 130 980
546 712 20
175 503 142
130 120 967
913 878 187
336 670 843
390 178 142
851 88 535
436 482 -797
102 566 -736
369 378 386
74 890 -430
533 502 -777
526 521 -453
509 298 -933
95 521 -267
513 200 647
646 495 405
157 327 -930
727 528 755
17 720 -578
866 200 -804
418 206 -767
900 578 473
510 287 -67
924 2 155
10 71 -291
367 937 463
564 429 987
501 587 -21
443 689 -430
586 881 -580
169 417 475
204 485 921
66 834 -138
666 578 183
664 356 584
850 261 -515
889 56 975
703 671 -482
851 527 -806
219 192 -314
682 809 -435
191 140 -194
289 20 643
192 901 184
533 662 978
166 949 -418
762 408 -132
247 906 732
421 626 947
222 811 -654
349 62 -970
214 402 -465
903 746 -921
752 920 162
647 175 -998
194 101 -557
140 476 -821
725 362 -64
22 932 -164
511 757 649
557 294 764
669 265 -553
381 351 -1000
934 158 -819
193 567 -569
296 512 -813
946 429 -159
546 627 -835
440 899 -207
796 486 180
111 490 9
417 473 946
584 536 925
524 692 -714
604 342 596
152 665 387
939 434 376
577 776 -373
830 140 -589
912 733 -424
722 74 -160
425 873 -237
316 221 305
517 478 -409
419 442 734
116 908 954
296 317 -266
596 361 -388
820 504 780
737 705 -873
99 611 228
198 591 -978
483 877 -845
912 894 -959
757 219 320
959 519 -250
236 745 95
217 896 -544
523 933 427
703 237 870
499 307 -756
26 878 123
766 251 659
375 222 -997
16 573 872
672 470 -428
887 472 713
386 819 168
333 876 -100
299 312 482
261 967 -696
772 773 918
468 163 -772
406 20 468
627 962 -747
728 608 598
662 757 -703
782 41 -604
324 707 -854
777 917 932
924 214 970
335 345 -624
38 787 546
358 331 -96
794 371 -333
316 303 70
565 233 919
352 216 647
406 221 973
541 812 381
317 930 505
468 692 623
108 771 834
650 62 31
100 516 111
550 112 162
713 430 -446
472 178 -763
743 216 -395
641 513 -40
683 505 343
552 861 327
144 389 -438
85 847 -118
13 293 -624
785 117 -230
519 600 -182
894 821 -381
434 718 -141
45 564 275
684 186 522
135 269 -613
651 285 -221
721 441 933
556 658 833
268 43 588
820 19 135
857 309 541
344 614 -454
12 765 54
392 290 21
159 439 90
196 88 761
815 278 -910
733 573 884
544 640 -549
681 918 -789
430 727 490
602 463 523
331 958 589
498 328 -665
506 670 574
305 112 413
63 677 -799
520 141 -177
239 786 -818
738 699 539
709 660 132
298 426 -154
301 569 -985
592 170 833
564 211 -623
884 314 -551
753 326 543
351 786 -804
444 141 680
658 731 700
124 356 -274
297 63 203
473 509 -278
233 439 -695
496 951 -742
356 958 537
251 292 -424
855 277 486
63 762 261
519 644 938
75 893 458
696 827 358
212 136 -159
703 666 -664
570 55 45
382 172 201
346 129 -659
315 595 563
832 965 -757
462 360 741
575 686 -128
642 259 -558
610 909 810
759 65 852
440 487 43
830 510 -130
146 940 -61
74 113 433
781 394 14
433 857 861
875 132 -305
28 268 -345
299 871 -290
188 582 495
657 35 -502
662 455 -146
419 918 -33
697 69 117
601 655 -395
157 358 -131
60 828 -34
645 634 499
673 833 333
17 261 290
559 936 -951
24 322 -686
77 241 -662
362 288 -864
59 608 -960
16 576 712
35 965 -870
933 395 245
629 431 -478
28 146 -46
407 210 -779
658 878 936
737 591 343
383 2 -441
834 625 22
624 226 848
435 489 615
178 428 526
868 683 400
198 777 430
648 169 50
17 1 -872
305 111 -971
502 752 -600
495 49 35
748 165 -762
176 659 -626
408 164 843
462 669 819
407 659 -945
922 16 191
785 260 -873
87 745 489
461 322 -237
749 466 792
686 822 120
942 715 -86
669 499 674
741 350 -266
615 236 -924
857 828 242
772 860 -170
547 240 369
591 799 -209
780 187 -693
417 778 420
502 543 625
696 333 30
364 260 -98
909 103 535
868 74 -365
130 40 -839
308 963 -404
617 828 -735
309 818 -654
820 564 571
708 957 111
162 535 -485
409 519 -164
128 495 706
568 321 -407
272 438 909
48 838 -584
75 369 270
7 627 -761
228 388 -754
649 10 384
616 346 -689
898 164 404
527 348 780
553 954 -239
502 280 804
691 888 -247
505 534 28
666 466 566
188 556 748
729 486 -878
79 180 374
645 674 -887
377 332 -706
864 351 -184
234 199 906
197 27 -134
296 887 366
719 299 -14
344 587 544
491 634 774
847 312 -722
791 965 -569
144 56 -208
589 569 505
861 485 67
144 555 -333
698 553 310
105 482 112
88 364 -5
349 240 -479
356 289 962
886 889 246
808 302 -401
583 132 -840
276 546 -608
853 372 -351
851 334 -458
125 743 417
406 516 -208
939 348 934
237 421 -640
696 562 -415
677 729 -950
840 873 45
864 77 968
931 830 -275
53 28 779
554 532 809
239 803 528
962 359 -507
232 479 -391
286 195 508
503 642 -35
795 594 208
203 396 -110
694 185 -931
653 393 -546
175 440 -226
726 579 849
539 68 -924
629 114 875
404 106 -78
898 502 823
930 84 791
571 856 -253
492 165 526
77 315 -347
685 376 -437
448 537 201
689 132 -629
873 50 844
260 952 -678
945 547 639
836 404 809
269 917 804
470 928 -812
357 597 147
