885 2770
249 876 830
304 338 150
421 749 878
379 545 226
133 805 263
130 216 621
629 289 202
643 294 304
548 706 396
629 14 594
871 623 825
363 759 425
100 786 652
633 595 403
674 751 787
813 687 590
37 645 882
669 580 250
697 821 34
397 882 466
513 429 429
392 779 641
241 14 739
37 690 46
550 355 620
28 271 241
472 541 894
689 873 987
758 865 122
214 541 657
588 409 583
56 4 139
533 372 548
249 741 392
743 614 702
852 718 960
461 522 3
882 641 429
207 237 744
555 571 487
841 621 672
228 718 205
390 540 344
446 221 9
424 813 553
573 174 387
256 616 965
815 690 487
593 419 769
307 134 564
762 130 170
342 350 691
217 456 655
185 28 952
156 847 480
571 806 373
50 831 164
25 794 195
779 826 514
796 229 223
731 610 530
704 191 830
878 465 958
63 533 608
203 197 589
181 641 801
563 237 304
375 540 994
600 332 212
237 338 999
597 491 393
496 177 82
233 839 716
639 846 97
687 299 996
297 534 106
261 506 521
869 766 20
344 473 375
31 26 168
552 727 27
750 444 538
214 178 123
810 638 886
14 636 630
180 675 532
562 95 585
301 55 231
490 670 304
614 562 994
97 728 875
194 254 793
582 439 839
91 181 761
730 52 833
52 786 537
352 162 586
553 75 237
262 236 35
536 652 92
108 404 66
29 753 833
684 469 993
450 808 957
839 223 590
484 231 116
728 314 402
161 879 225
534 852 676
658 530 155
780 469 703
569 394 124
454 747 883
217 812 927
605 95 374
288 857 884
613 820 610
484 446 551
115 705 611
98 834 260
643 389 542
62 732 530
637 687 975
101 427 87
568 487 983
9 38 860
492 246 283
786 169 895
352 602 81
200 621 929
409 546 425
604 639 916
501 826 119
556 811 552
585 162 197
614 605 28
724 236 278
582 210 335
88 484 398
797 520 200
771 644 359
803 158 911
442 196 786
388 302 137
286 441 990
163 211 780
241 757 884
199 603 731
170 73 399
800 436 607
571 432 842
841 566 846
80 5 676
779 688 683
822 247 133
394 283 699
438 377 871
702 186 157
160 391 454
475 789 950
634 850 529
609 880 461
685 648 357
384 306 755
686 782 170
685 162 876
234 832 150
829 435 938
770 586 363
553 665 150
640 822 825
165 243 390
237 636 644
362 460 429
427 430 382
388 49 189
462 102 925
400 849 516
181 159 838
398 827 103
863 427 75
10 572 685
636 473 527
222 770 141
19 156 747
7 377 966
844 227 930
883 194 360
787 331 744
82 96 731
327 286 831
117 504 423
798 444 29
865 631 124
531 645 779
4 815 855
704 11 422
613 428 339
512 234 877
307 874 886
345 561 347
105 493 284
397 663 424
318 290 393
544 870 397
102 120 593
180 58 634
366 212 406
233 527 403
536 23 734
626 743 49
347 54 286
360 856 816
736 817 669
743 482 984
211 295 17
30 787 236
422 413 645
516 617 678
47 336 188
653 497 82
374 618 228
469 289 620
398 741 529
724 354 512
750 263 120
198 539 9
233 430 758
108 156 57
200 216 922
851 73 716
566 20 589
398 244 281
206 438 16
885 161 247
755 447 319
309 300 996
433 445 700
4 467 807
296 264 56
333 806 543
126 768 367
411 596 580
536 296 753
140 182 818
739 120 193
423 207 564
456 24 511
730 475 585
864 364 224
72 662 447
789 65 538
236 457 998
105 169 896
369 494 978
637 761 577
42 324 116
202 210 451
433 514 989
418 786 8
153 704 835
545 140 421
863 811 93
92 2 912
134 706 873
638 82 42
71 307 421
421 6 166
447 64 560
165 384 333
483 728 328
222 327 680
191 43 782
688 339 459
21 507 692
429 193 877
441 325 625
104 416 602
406 112 539
378 440 264
493 170 280
11 238 373
240 713 715
843 593 625
427 506 432
485 859 444
407 221 97
868 53 142
795 149 753
268 849 148
471 505 952
438 881 121
632 191 848
678 104 871
360 712 965
144 537 526
634 605 646
172 354 366
681 643 28
607 560 70
98 645 51
594 523 755
647 47 957
796 523 782
196 748 627
823 822 225
19 292 22
336 47 575
380 531 80
309 885 400
510 23 231
296 294 853
235 651 421
562 104 299
261 612 231
185 529 157
497 399 80
792 583 503
807 259 762
679 440 9
491 52 312
434 325 897
632 3 309
589 61 925
693 666 207
582 823 654
807 683 319
871 488 516
325 853 916
391 228 276
74 445 66
50 161 250
29 735 381
320 111 456
737 779 227
258 69 907
243 734 241
323 294 547
34 173 952
456 208 105
450 353 661
666 696 522
534 872 157
532 241 915
91 667 924
73 292 436
230 391 251
428 650 857
134 243 633
720 98 678
884 100 137
699 742 796
139 743 920
432 749 7
693 375 901
627 710 795
555 672 709
70 867 186
77 397 747
357 253 819
284 687 323
746 510 351
151 571 698
286 45 167
115 578 750
662 420 974
765 438 615
86 105 244
304 162 107
693 81 572
404 633 256
549 101 478
725 354 592
373 437 925
408 330 211
51 318 944
338 115 58
382 464 777
134 786 675
297 422 669
618 108 294
47 503 767
814 77 530
245 881 575
222 614 156
478 161 198
98 348 8
804 607 902
270 494 40
152 147 703
461 663 924
630 245 748
117 830 683
839 79 827
733 701 105
504 207 621
682 167 493
200 296 693
222 53 479
169 139 711
111 427 215
32 749 265
297 856 945
819 464 633
259 565 148
816 750 955
401 711 840
723 749 45
261 200 291
599 153 345
517 199 488
449 585 645
533 202 254
74 198 582
347 737 391
14 702 702
217 110 304
558 109 605
718 317 948
451 338 387
18 466 275
566 229 500
506 614 65
750 304 988
290 72 767
846 99 703
604 366 649
819 600 305
376 579 693
427 210 697
460 146 167
736 370 673
169 319 504
605 466 55
455 202 817
291 141 110
514 154 41
6 238 475
241 618 837
