19
941 1736
238 387 504
456 154 618
145 717 943
148 600 339
821 463 963
435 359 562
601 589 299
422 548 91
183 587 632
285 338 798
152 520 983
141 217 546
336 280 43
196 878 341
269 175 300
628 815 971
255 396 160
470 304 639
686 800 258
245 360 639
125 147 996
912 81 577
746 523 499
165 752 232
448 288 383
130 220 862
163 756 582
652 218 628
913 398 244
20 91 397
79 305 220
35 201 432
262 719 249
871 305 240
832 872 63
12 419 368
497 922 152
47 286 533
543 36 717
287 688 468
577 543 475
875 459 742
63 906 386
176 582 247
862 741 997
827 46 891
161 626 748
816 343 617
674 857 259
239 107 764
804 114 997
512 490 459
728 139 971
30 14 93
874 781 616
465 260 802
549 784 908
664 128 425
839 807 827
178 103 705
419 252 540
908 435 699
721 614 848
129 620 450
709 215 415
4 708 449
850 572 203
285 204 543
782 245 509
420 746 205
521 787 453
60 87 456
882 812 742
59 68 681
103 589 430
649 53 472
118 654 826
291 417 209
816 99 64
875 581 874
354 307 611
404 895 247
287 233 146
901 764 298
577 262 443
920 253 872
726 695 23
317 868 584
670 715 988
745 637 526
350 806 204
454 732 222
39 568 769
384 724 849
625 414 335
363 383 752
759 725 788
722 320 514
555 329 728
637 625 402
739 556 570
235 467 747
654 8 740
402 420 240
809 471 116
542 191 720
702 719 337
225 814 170
455 385 596
90 440 896
108 731 594
760 784 90
523 179 42
752 836 417
23 433 138
62 307 479
120 467 9
766 398 168
484 370 829
440 723 317
326 592 921
537 516 946
826 505 372
324 629 103
869 341 237
736 210 985
446 198 182
555 828 441
739 218 211
97 583 867
643 114 514
518 756 3
582 304 134
111 695 631
625 575 94
699 358 748
210 273 521
604 371 239
392 238 450
338 649 909
495 601 521
449 199 83
190 882 459
248 571 647
134 129 243
568 742 730
744 552 921
822 35 777
379 323 143
442 23 772
529 750 159
391 202 180
59 407 154
506 393 539
365 208 351
455 369 195
318 215 394
272 754 154
738 164 70
709 904 451
754 402 799
253 626 235
496 508 957
728 384 512
546 624 43
296 927 394
695 295 827
706 366 735
890 181 924
640 543 528
261 363 796
641 144 185
13 171 353
899 762 185
345 286 508
564 741 236
610 356 42
412 100 573
128 174 52
285 60 633
411 716 895
822 120 753
93 807 777
59 721 46
845 379 684
20 798 882
660 520 219
352 357 843
811 688 918
662 784 629
511 2 812
379 328 88
378 482 908
33 604 400
698 456 79
470 230 411
468 258 265
532 498 554
744 499 244
539 735 413
732 781 50
894 204 33
388 824 594
367 819 863
486 303 716
856 202 506
146 306 54
363 229 769
233 870 380
767 586 769
32 352 330
610 431 658
558 368 710
322 426 890
328 306 930
196 678 811
808 543 330
463 436 857
793 595 888
493 895 259
651 793 661
722 906 722
386 647 142
636 923 258
367 454 777
440 750 7
620 2 793
753 637 265
266 546 41
840 63 863
738 679 128
782 387 10
849 866 441
834 625 53
578 560 100
271 477 848
612 666 339
400 767 919
219 37 800
798 815 407
461 127 210
134 910 640
348 594 832
234 168 858
925 631 499
804 398 316
157 377 6
141 870 288
764 865 406
664 134 725
450 738 860
858 168 631
311 248 299
676 665 314
722 838 371
130 30 78
795 189 860
101 872 737
888 514 686
19 692 996
886 523 807
478 600 55
789 177 604
740 761 521
443 355 861
311 101 492
316 457 893
45 913 193
110 623 563
670 350 482
618 553 162
765 255 690
5 191 453
568 265 637
543 206 86
215 229 42
392 279 454
419 871 777
605 92 419
566 176 996
102 699 756
134 829 321
328 159 663
641 24 926
480 741 253
871 74 350
509 912 673
389 812 958
631 670 169
397 412 81
278 496 708
56 292 968
522 408 123
666 743 837
128 440 595
45 881 363
7 353 803
464 447 585
348 856 174
786 367 484
497 763 257
400 287 714
608 444 421
94 635 787
691 267 47
431 227 964
452 791 689
349 158 727
306 922 615
51 237 488
3 347 499
374 799 97
911 80 354
92 519 61
723 815 240
21 33 942
137 912 929
246 240 944
826 241 490
663 784 378
891 607 850
416 889 947
244 771 418
460 336 80
614 200 995
532 741 448
248 346 750
682 131 177
781 554 967
195 578 784
654 214 575
902 494 873
559 506 55
484 38 486
261 414 809
441 355 648
147 564 850
485 142 392
778 918 11
235 926 362
326 374 771
599 212 789
416 874 33
722 175 251
625 230 877
115 931 500
500 3 148
329 103 925
60 276 359
494 699 816
644 463 652
126 776 313
904 271 460
429 254 201
926 415 499
510 486 310
379 126 631
130 846 967
591 212 713
830 323 823
794 242 102
903 818 756
116 3 599
105 892 822
84 547 354
368 197 11
55 96 905
788 81 190
408 605 769
757 221 109
179 627 787
496 394 246
454 377 887
191 851 756
362 616 651
114 714 886
127 65 570
26 868 388
597 437 743
249 640 250
792 259 269
629 548 278
396 16 332
344 815 80
193 74 173
659 188 391
282 141 30
69 237 62
158 884 833
578 675 350
313 72 829
296 92 371
675 17 870
322 588 49
748 641 78
113 294 107
879 288 857
300 646 498
179 765 354
900 193 947
566 265 554
721 708 245
265 374 109
620 274 931
506 704 896
230 807 502
171 613 532
342 310 61
845 883 278
229 382 316
21 710 953
400 184 184
463 865 829
868 930 815
434 380 606
855 201 430
228 476 71
712 156 508
536 153 345
577 800 574
320 528 208
179 428 422
866 772 386
276 542 975
451 535 97
226 304 362
122 58 638
782 423 473
722 666 243
544 104 536
713 131 817
371 113 542
510 569 252
185 864 473
568 706 85
401 647 322
592 222 405
335 40 267
698 293 627
518 352 92
29 320 129
70 226 821
297 823 978
324 419 155
448 370 765
313 900 189
164 595 166
119 279 206
168 593 686
152 764 721
207 543 888
117 694 59
877 659 899
707 262 521
886 118 617
862 465 994
778 48 811
504 12 462
390 569 849
113 694 38
526 381 266
923 415 663
689 676 206
201 629 162
857 402 238
774 619 682
1 310 879
510 411 181
22 304 30
571 286 158
302 270 596
13 225 427
178 889 907
671 215 971
720 783 888
825 276 678
92 187 584
100 650 126
676 249 371
856 741 459
870 327 168
612 71 898
59 812 336
358 820 983
368 572 898
60 898 431
605 870 69
597 361 639
854 392 303
247 672 394
443 708 277
748 222 549
844 484 460
78 158 530
260 916 171
393 333 950
406 291 810
608 719 191
627 425 576
715 540 574
318 83 900
553 161 145
128 87 443
477 657 430
212 86 538
70 91 716
401 432 484
712 517 956
718 840 468
93 629 882
44 428 534
393 314 811
673 413 863
720 37 631
922 329 706
345 752 730
125 485 895
704 745 164
441 412 844
263 182 444
497 655 376
472 103 575
193 192 831
782 186 507
287 130 414
330 909 901
826 207 908
729 248 781
697 277 432
235 733 140
185 392 511
477 684 17
174 760 842
240 35 551
522 402 424
394 353 783
111 709 10
533 144 405
502 754 97
894 570 643
324 546 725
134 161 991
89 394 852
757 744 829
469 15 837
65 133 221
904 45 244
305 304 824
662 317 247
816 747 458
523 915 500
909 506 122
770 420 88
3 167 221
187 433 264
57 194 187
688 320 825
659 885 121
498 202 402
925 633 762
894 825 855
617 615 967
42 337 205
296 612 362
289 593 233
920 498 399
75 775 459
293 768 673
758 924 758
337 532 164
833 186 672
647 173 369
891 292 32
189 379 524
129 30 688
861 367 392
13 548 637
529 300 315
368 326 110
811 30 137
175 83 616
695 532 819
720 745 901
343 903 127
896 395 195
465 813 181
229 672 642
595 741 218
843 524 375
396 693 562
264 296 360
454 145 783
386 400 434
498 265 770
241 351 872
532 412 144
407 869 594
679 340 32
844 690 950
736 226 489
422 36 856
538 740 658
804 295 628
465 775 815
239 900 299
84 89 610
902 360 580
218 838 622
267 211 417
860 555 461
552 216 547
534 136 40
18 876 113
639 727 178
302 158 433
307 386 218
695 844 143
609 239 200
135 740 660
210 489 981
685 535 758
237 279 145
928 246 970
375 263 79
754 559 14
84 550 564
856 288 819
556 585 453
660 287 429
28 154 429
634 50 384
499 303 559
72 466 859
195 591 601
830 821 714
687 870 30
744 580 898
367 218 947
735 489 194
91 426 293
253 156 419
693 353 909
857 610 827
591 874 39
812 837 125
815 452 664
658 904 90
673 421 973
907 839 173
239 906 432
233 136 847
847 853 930
576 758 559
348 847 581
737 517 621
27 453 380
452 448 910
47 636 883
95 275 99
376 222 341
858 310 889
615 400 329
117 771 858
441 712 511
285 743 758
586 818 238
441 292 308
438 704 852
475 629 624
679 1 394
562 115 772
285 263 252
822 258 309
542 70 4
783 595 486
291 903 947
648 471 478
272 32 312
271 844 863
61 55 755
233 150 74
424 216 337
545 461 771
842 142 176
821 480 60
453 178 987
114 444 372
168 487 511
376 488 578
453 134 760
347 15 993
122 60 764
197 492 984
720 713 357
901 718 756
896 616 28
530 814 518
505 609 516
177 584 349
837 577 147
606 25 848
357 289 68
574 722 937
127 589 467
790 861 973
919 75 37
458 906 20
898 478 901
686 276 541
886 26 371
375 468 979
631 744 605
920 341 420
183 801 709
50 304 785
86 53 984
342 183 204
26 443 721
658 183 671
512 41 316
141 469 986
386 433 849
76 864 302
902 367 965
901 567 972
375 677 58
319 427 223
376 37 634
179 798 767
428 441 620
305 377 389
421 618 398
403 519 921
821 341 128
114 256 89
245 181 739
817 253 672
38 381 981
351 69 780
130 65 31
836 753 539
913 71 973
120 628 318
892 190 773
774 89 131
677 915 876
58 586 149
464 128 454
317 292 34
926 320 643
48 45 96
862 313 763
611 54 540
242 47 879
633 761 906
634 658 584
148 154 184
18 466 82
167 754 219
528 807 242
554 655 347
312 560 926
374 673 956
812 349 591
397 671 120
177 762 748
355 46 214
807 283 271
319 318 997
185 842 949
663 634 340
189 923 710
646 459 618
497 400 50
818 842 341
681 755 66
114 714 568
178 220 667
608 480 367
545 179 741
893 204 238
258 269 164
368 841 240
704 388 908
219 745 810
762 906 817
414 668 653
842 592 914
929 95 302
866 221 454
815 857 2
330 443 606
59 348 244
558 61 494
535 865 943
2 271 955
858 434 406
348 446 290
198 878 907
340 159 711
491 795 917
292 598 70
668 313 705
870 236 60
629 134 716
87 857 919
350 834 824
562 466 120
727 522 809
527 854 922
629 407 450
490 317 490
439 541 600
206 196 395
875 781 523
781 766 495
381 100 674
69 118 950
807 694 184
405 685 131
76 836 828
227 55 290
129 630 521
721 251 119
835 775 714
321 797 912
381 385 593
202 595 360
863 448 293
4 204 928
218 476 906
404 431 524
102 428 983
769 749 258
731 835 407
585 461 574
407 172 849
393 618 664
129 301 690
453 379 593
566 215 812
568 363 582
344 883 959
214 350 531
884 478 311
204 838 348
359 83 624
373 738 500
433 702 76
721 507 320
454 777 9
454 476 311
562 420 496
69 405 289
897 550 457
747 654 586
733 62 570
488 238 64
493 778 877
316 779 613
368 738 456
389 77 386
52 648 267
21 873 657
205 600 839
615 460 466
614 593 902
509 466 450
744 475 309
745 870 637
386 706 260
693 680 840
149 97 77
871 120 841
31 538 72
651 164 759
319 763 270
822 51 994
250 304 720
160 692 231
645 910 545
189 176 456
551 723 959
121 861 321
747 31 527
873 244 583
610 574 759
266 119 793
64 800 370
68 438 474
134 681 10
174 564 254
276 196 755
915 216 578
585 55 238
900 594 87
810 344 477
530 525 578
928 395 802
244 524 673
159 78 785
637 892 286
677 469 125
87 293 589
433 637 822
384 163 999
602 795 325
230 9 460
653 768 349
566 758 842
135 290 897
131 697 995
36 460 416
798 60 552
508 27 7
817 371 48
308 658 713
763 825 428
760 374 37
413 802 466
713 393 117
516 79 505
717 535 540
563 445 875
651 433 143
359 829 466
737 858 495
326 881 420
931 391 630
250 395 996
469 85 515
763 34 662
791 512 63
307 797 961
529 428 760
641 679 900
922 476 978
874 547 193
883 292 53
859 458 442
56 867 941
756 561 992
456 233 90
715 378 690
929 245 488
789 291 82
517 294 587
739 530 676
448 637 649
53 188 718
792 2 998
627 774 101
828 807 949
890 892 889
368 432 833
8 746 954
256 160 600
579 787 556
32 77 856
435 898 205
292 153 119
423 805 577
280 221 348
620 877 391
287 852 787
240 561 962
595 753 663
917 519 784
658 663 853
775 295 205
721 593 427
493 365 466
765 663 466
100 592 773
608 170 341
626 706 406
590 107 714
667 773 498
446 586 244
708 693 561
920 40 41
242 246 130
10 830 507
500 282 553
187 664 635
519 90 325
917 481 845
245 776 913
826 122 511
171 355 796
232 584 581
540 487 573
858 854 289
213 508 806
176 112 588
172 170 747
263 583 87
327 835 530
269 618 832
89 557 19
84 244 143
255 273 176
627 598 774
502 634 584
923 146 367
455 906 799
542 38 211
293 403 528
390 413 327
744 563 68
868 500 861
895 406 161
920 690 57
817 361 60
109 130 167
555 264 34
360 775 831
727 264 170
751 863 741
476 252 942
838 144 358
916 551 452
518 913 808
403 44 412
31 236 802
489 374 740
886 635 364
133 175 900
476 274 247
77 496 986
319 548 439
430 84 715
270 926 960
366 837 488
320 688 228
359 341 294
684 908 246
440 144 314
912 672 955
717 462 6
166 625 856
75 456 775
247 270 300
457 97 891
712 927 982
57 623 653
659 364 209
208 823 889
669 760 332
261 96 967
912 411 93
289 463 469
433 877 369
326 386 517
853 221 761
781 630 116
33 887 308
627 198 827
653 306 924
624 241 15
302 159 842
750 95 145
68 582 660
176 428 825
83 94 99
891 10 681
182 496 110
105 74 923
309 270 343
144 311 184
515 233 876
801 530 203
126 333 376
354 854 14
754 209 578
554 292 242
660 593 293
585 618 110
862 867 789
667 304 36
889 554 302
393 893 934
707 772 173
480 461 310
915 64 858
926 267 112
389 179 184
578 803 5
765 828 325
601 777 428
79 492 73
794 822 813
617 460 78
834 171 162
334 192 674
442 199 544
757 783 663
204 453 145
539 56 556
616 510 254
191 172 946
332 563 216
739 103 704
35 836 366
295 600 202
585 394 320
274 900 443
598 85 775
855 416 537
398 509 197
295 525 381
586 768 475
312 163 269
66 419 216
78 424 546
42 130 820
521 658 158
415 784 241
210 28 845
560 319 335
134 340 511
442 24 682
138 824 113
602 88 508
487 167 833
692 213 859
683 618 624
908 573 52
676 796 900
131 441 674
159 174 180
258 821 142
421 406 834
335 790 344
451 555 201
426 341 748
406 845 394
694 69 399
277 734 236
508 263 878
155 924 231
766 594 103
637 3 452
444 857 941
526 623 384
712 450 971
361 429 12
95 691 13
194 704 733
848 469 866
595 361 898
555 89 460
306 74 88
517 69 819
568 648 751
360 810 20
579 742 86
160 147 813
489 54 408
246 475 561
464 651 394
706 125 829
374 289 95
548 602 545
586 524 776
589 127 506
135 252 627
385 421 610
493 711 42
213 927 405
520 50 319
327 110 102
201 483 574
835 499 240
260 839 312
791 889 380
462 576 350
20 369 712
85 238 962
907 416 959
487 191 685
350 830 988
471 297 102
738 679 938
426 908 928
70 776 821
826 491 900
169 203 748
836 297 814
571 488 659
299 835 995
435 415 901
282 619 817
15 763 250
354 479 665
343 316 789
659 267 1000
287 368 793
621 356 721
786 749 251
886 146 913
23 742 798
31 87 28
320 135 588
23 418 887
374 715 55
230 171 467
306 323 23
240 391 168
465 676 615
547 250 811
722 573 685
571 224 590
587 803 205
178 574 372
419 573 137
451 563 155
309 726 367
214 727 458
691 883 10
592 410 527
63 338 123
442 45 157
753 762 195
311 144 743
829 148 154
835 206 646
328 490 383
119 643 537
657 794 208
183 20 756
19 400 810
214 375 589
712 914 613
192 222 528
43 142 581
426 435 688
76 575 393
291 599 967
558 269 407
759 664 164
71 63 404
766 533 165
96 101 482
19 930 399
720 449 803
80 497 895
278 158 249
602 805 941
666 805 292
613 268 7
653 782 516
343 233 8
662 275 404
762 580 703
199 854 231
210 862 790
343 446 70
652 148 538
422 862 754
324 898 945
324 79 243
228 329 811
567 312 520
883 807 54
154 453 744
483 416 749
9 553 402
11 385 821
371 158 583
632 221 451
929 258 798
469 314 945
808 349 215
19 368 830
867 422 499
17 672 233
21 101 544
382 137 359
222 859 323
887 587 103
527 170 368
257 718 711
917 632 548
330 219 772
224 841 356
331 442 204
75 864 107
418 486 808
740 205 837
4 5 36
134 739 309
132 184 681
874 70 282
754 757 617
735 294 397
166 40 263
774 373 508
180 762 42
335 474 952
622 923 406
742 392 360
35 866 28
544 215 790
563 57 648
828 848 717
146 595 4
10 86 315
128 279 812
666 150 860
824 875 396
704 308 870
649 49 597
128 342 991
520 807 337
76 425 219
876 641 498
292 581 264
604 370 926
568 557 444
309 428 642
571 418 568
430 54 465
374 639 138
322 195 905
742 450 913
636 696 398
24 737 880
537 866 534
202 682 233
633 717 525
546 24 763
555 786 342
186 4 942
398 531 786
732 906 149
911 687 924
222 238 23
532 545 219
723 351 139
73 315 326
362 269 426
101 138 528
555 840 358
519 612 597
330 406 987
350 580 231
797 814 361
418 125 424
396 69 80
291 97 93
117 574 132
877 431 686
380 361 450
418 175 427
730 604 553
278 520 6
554 366 296
301 788 921
73 718 260
394 151 911
179 504 947
13 589 836
320 461 10
230 13 670
452 97 186
819 74 79
108 416 58
577 823 212
761 660 432
381 739 927
206 646 456
617 773 407
49 296 62
103 96 189
155 192 190
902 304 722
814 784 831
524 164 555
633 207 521
605 522 179
311 356 811
154 693 264
22 898 465
68 552 416
496 155 962
25 728 614
27 418 832
389 434 98
278 28 609
779 246 535
362 670 887
159 207 573
404 210 516
393 678 43
462 257 550
628 208 406
481 437 859
11 382 41
260 854 802
397 435 707
113 144 657
576 591 772
73 776 685
150 194 578
16 289 217
109 743 124
467 558 354
324 334 112
244 304 912
347 777 322
776 580 717
730 184 8
35 628 775
69 527 826
351 12 675
59 580 716
600 349 267
297 502 106
111 539 581
496 240 993
161 276 284
454 541 95
477 492 165
909 41 428
451 463 537
400 390 943
277 632 734
745 479 388
707 265 658
106 323 917
626 368 386
136 540 597
306 790 515
511 166 407
287 598 332
655 33 688
537 120 995
590 631 971
617 916 979
899 54 108
538 228 768
675 225 114
118 167 935
673 294 274
808 40 537
56 157 170
564 832 39
759 715 460
24 91 634
437 870 851
328 22 861
814 920 662
231 66 156
161 398 628
418 208 282
441 282 326
127 480 353
175 704 841
826 790 427
733 748 944
156 793 186
823 213 914
758 339 907
108 704 596
375 459 622
196 342 437
507 148 547
271 186 105
35 566 250
651 394 728
47 199 263
696 770 710
60 782 218
612 677 834
440 257 919
885 90 982
674 546 447
851 673 220
659 489 339
655 702 953
429 214 222
710 764 840
645 595 615
216 358 677
569 672 872
851 926 287
367 849 493
546 719 267
435 271 527
329 562 601
103 727 857
118 902 93
269 530 776
718 259 137
435 655 615
392 860 499
829 579 50
178 46 684
462 122 813
760 331 871
718 477 318
550 186 227
21 859 1000
159 447 226
117 186 521
330 166 788
882 179 187
876 110 717
38 121 72
86 292 688
753 681 652
67 337 824
687 586 59
155 375 236
403 879 351
780 61 34
390 607 484
57 775 717
816 583 571
795 163 693
449 510 350
27 269 44
374 905 580
448 161 85
887 114 622
338 568 699
728 849 829
196 251 174
411 804 176
131 326 11
249 650 209
903 386 238
306 842 848
308 139 259
905 846 648
132 433 346
92 397 428
570 475 259
463 817 776
79 221 274
198 63 962
87 745 483
311 827 87
852 431 969
654 295 725
630 201 989
838 44 110
511 837 765
232 291 636
648 610 244
327 336 138
915 399 742
726 660 653
782 1 581
168 730 87
223 488 696
888 596 530
74 799 150
358 10 583
26 429 533
254 931 194
909 828 514
431 364 639
648 321 492
535 910 786
493 77 367
862 135 485
370 419 3
312 432 222
131 839 184
202 486 42
449 391 330
592 177 469
167 598 755
813 296 510
321 364 729
107 495 625
351 615 564
62 394 982
303 413 451
832 283 930
304 353 966
859 587 848
614 729 765
236 125 877
184 827 927
107 427 755
714 133 939
61 622 400
763 458 355
367 75 546
248 822 874
343 784 668
115 631 141
473 20 683
7 281 72
650 257 998
776 535 720
138 255 63
813 385 55
144 381 514
405 104 766
216 667 599
74 108 770
42 756 179
534 487 165
334 534 932
503 134 843
811 922 403
693 574 15
570 732 503
797 480 587
366 315 396
205 255 385
618 669 198
354 886 333
532 477 73
445 404 894
793 683 999
488 387 650
729 29 314
221 562 514
385 779 955
70 89 19
683 491 899
19 875 553
620 491 229
607 52 301
666 454 401
490 158 70
790 707 627
436 90 890
841 789 518
142 880 622
864 650 819
312 493 546
719 781 770
386 733 275
580 298 242
668 190 55
696 915 816
844 889 657
69 931 791
202 148 243
369 121 697
164 442 866
99 549 135
883 817 34
748 67 169
893 771 586
744 205 257
576 287 468
915 206 251
579 235 753
635 396 306
843 88 996
367 28 879
200 567 108
900 562 29
56 318 918
826 834 224
707 283 693
230 306 957
5 476 916
447 146 426
123 619 667
908 442 133
579 800 218
754 294 534
372 38 537
222 526 957
354 332 757
611 260 813
757 815 896
902 638 495
820 584 838
919 1874
700 772 327
722 432 524
483 153 147
425 713 827
354 797 75
181 75 977
215 154 297
559 524 446
206 433 383
667 280 674
303 865 80
145 47 434
73 514 54
127 841 511
857 556 540
49 46 468
321 138 604
6 354 880
338 809 510
388 221 699
584 350 84
457 549 933
611 436 762
12 592 209
352 693 746
407 12 580
779 365 797
366 223 89
70 69 415
580 516 263
798 572 402
687 807 55
236 469 499
548 388 38
10 681 692
77 45 976
640 265 856
137 711 109
544 519 205
217 127 10
56 373 171
881 332 612
823 577 793
407 718 546
580 560 614
248 175 580
382 621 358
32 835 906
355 230 29
665 227 518
804 330 301
89 69 315
219 427 276
5 914 766
624 734 692
700 405 750
802 334 251
633 332 683
300 45 130
490 78 821
909 756 644
506 776 108
20 375 138
729 601 895
824 238 912
431 456 216
417 798 293
100 299 598
492 258 843
230 577 542
772 428 11
563 208 922
254 477 947
786 822 971
406 14 121
207 759 160
586 543 768
168 676 239
298 582 96
753 881 879
715 635 732
809 571 626
919 138 316
15 757 624
183 18 499
345 198 223
911 890 375
609 292 825
699 108 23
431 307 884
635 501 377
174 1 709
812 478 127
506 592 935
616 705 862
58 822 426
589 315 286
882 474 566
517 503 559
708 890 609
893 475 562
526 667 935
51 694 897
405 803 873
154 662 556
797 376 637
918 71 981
464 110 626
260 838 61
244 740 295
767 893 573
507 536 865
858 230 777
709 702 616
866 132 387
396 903 282
793 757 350
853 634 131
719 181 706
841 116 770
257 624 730
711 172 517
744 459 832
714 507 250
651 855 414
342 68 848
366 807 911
325 6 594
200 778 96
592 611 57
64 643 240
464 674 106
460 179 982
313 324 383
315 377 922
494 255 895
89 422 693
472 303 501
782 904 489
858 877 989
42 81 446
382 478 813
195 286 730
350 20 204
801 877 965
651 581 295
605 75 336
5 668 928
609 631 982
305 830 349
912 244 780
189 56 608
371 717 553
694 737 909
470 358 423
70 336 118
51 536 412
374 37 590
532 816 975
827 417 466
336 635 312
226 86 12
220 463 862
80 215 595
448 632 155
834 653 170
131 763 242
133 333 138
518 672 961
866 632 158
445 724 419
572 603 678
8 206 154
362 458 95
744 367 927
864 262 141
488 833 849
137 724 904
202 534 232
53 902 78
769 368 720
651 551 320
246 346 836
43 375 238
446 493 243
655 238 56
525 671 794
462 609 666
507 412 736
289 792 165
857 728 207
13 170 536
880 285 807
319 854 152
711 707 917
495 112 628
307 518 940
444 859 697
563 555 381
478 136 937
243 275 989
408 807 715
822 224 749
180 214 301
451 261 185
242 726 410
570 69 233
67 288 649
621 350 112
825 501 544
776 453 590
880 337 759
163 836 604
508 600 713
274 286 621
372 747 928
793 869 339
879 631 297
916 99 889
834 780 645
85 526 563
385 897 955
759 84 984
629 529 322
110 113 659
116 604 565
676 595 37
565 592 679
446 651 408
10 270 658
616 817 924
314 567 497
34 416 738
338 620 172
672 691 970
25 128 436
344 599 781
650 904 655
703 432 828
96 706 770
507 247 619
682 536 662
413 563 41
494 177 315
911 394 701
113 12 185
530 542 463
373 717 983
252 837 790
282 832 520
468 634 38
863 301 325
615 838 415
515 545 348
809 194 694
242 829 56
719 634 15
817 7 627
826 553 459
314 250 253
167 775 868
802 400 950
510 43 449
122 860 862
526 493 411
270 778 838
914 238 404
691 198 847
502 430 748
678 3 312
253 381 698
603 169 179
474 403 238
118 677 355
888 671 859
295 288 225
388 56 959
123 9 276
506 790 479
188 57 390
729 454 77
826 108 960
881 99 207
206 576 44
719 127 31
845 884 417
185 537 457
71 739 291
412 81 661
517 94 806
827 435 293
833 250 227
100 465 869
546 492 590
743 817 90
113 244 913
760 636 493
655 20 93
105 51 388
744 792 1000
784 216 473
44 719 176
766 657 727
674 710 235
438 317 653
426 377 856
832 418 740
32 602 545
64 727 505
375 357 438
95 914 372
326 373 620
457 833 134
494 274 65
461 134 836
861 477 264
605 300 468
710 497 428
675 15 630
20 823 305
494 886 363
341 587 175
375 423 451
95 307 426
294 305 620
457 77 512
761 846 423
443 389 818
3 779 236
27 60 581
261 899 492
599 734 393
733 408 932
649 667 487
476 320 686
463 622 371
248 736 757
81 459 121
344 693 891
422 397 962
234 857 109
537 785 199
693 187 822
427 698 226
13 903 195
346 327 249
759 727 501
800 274 104
189 704 92
888 113 185
672 431 117
540 755 20
97 890 392
647 847 830
547 225 218
582 410 271
683 659 46
616 261 490
688 286 422
223 297 851
382 695 918
569 229 876
116 169 109
138 645 331
717 826 867
719 824 462
676 740 760
96 375 219
856 741 23
894 538 826
670 749 10
37 460 88
304 468 786
604 451 827
737 315 295
534 706 959
481 837 785
570 611 43
330 589 669
557 585 185
893 146 690
551 211 722
613 836 966
241 475 604
291 612 491
606 136 869
108 342 995
399 512 875
631 755 685
37 770 183
435 60 921
780 405 328
876 652 624
324 410 665
579 84 314
442 637 815
873 288 534
762 451 45
694 439 971
806 165 962
537 450 797
618 28 957
784 307 872
911 520 402
898 148 620
514 222 62
804 182 667
296 811 75
786 329 659
416 298 292
806 282 131
308 523 887
301 169 702
839 902 763
723 835 446
30 682 972
164 768 787
800 55 104
88 295 428
879 105 127
592 20 638
20 536 894
212 64 198
540 581 955
668 222 396
638 261 49
58 548 671
67 6 501
407 454 240
679 131 418
401 914 410
903 447 1
484 696 737
720 123 986
172 457 14
84 165 725
476 440 735
379 223 189
500 394 498
775 47 529
140 42 241
696 783 661
575 384 561
408 85 908
456 817 399
598 18 999
404 408 758
890 115 452
322 267 502
369 72 77
447 305 618
25 5 940
418 385 228
210 691 605
632 861 660
372 533 646
513 694 967
269 355 364
673 350 990
10 449 285
527 371 503
187 552 153
684 754 780
14 669 516
677 645 487
339 474 535
487 397 276
884 608 934
697 736 343
431 216 646
608 619 463
877 422 389
217 675 716
293 229 795
100 704 341
769 788 235
454 289 982
508 704 785
395 163 262
754 907 282
87 167 629
257 51 516
553 35 352
396 315 643
141 59 543
877 810 50
502 490 715
797 597 539
876 628 279
772 460 742
681 781 578
416 655 464
269 565 242
736 341 736
721 225 659
433 676 394
120 358 171
756 389 132
428 446 727
772 360 224
624 778 227
547 204 528
66 345 800
195 355 245
666 202 491
253 842 449
908 896 89
252 394 592
872 350 92
718 697 786
789 853 732
712 359 40
606 820 980
148 29 704
358 438 399
197 876 404
193 589 768
526 198 368
282 548 970
818 113 564
847 911 950
276 460 95
636 393 264
524 363 268
725 204 654
831 331 627
569 57 476
529 252 926
689 308 503
876 217 26
626 509 861
83 759 952
292 890 169
866 17 745
453 525 133
559 258 332
676 764 567
441 843 448
446 715 482
386 564 72
359 347 243
60 602 314
683 346 684
673 787 477
746 65 983
204 263 110
111 352 134
535 325 829
674 878 366
602 741 372
770 568 807
265 251 411
822 68 204
108 327 881
737 566 699
631 418 144
325 455 538
300 458 957
287 712 298
716 800 853
53 153 673
795 197 810
109 330 507
175 165 889
215 282 866
737 343 16
207 903 24
105 259 284
915 424 268
50 527 309
333 497 12
157 112 199
672 908 772
605 420 675
456 186 657
114 470 214
529 41 377
346 623 318
108 855 7
861 52 833
645 612 196
367 499 883
888 169 99
433 741 557
689 836 605
25 738 31
318 107 700
192 208 190
821 577 715
370 10 530
910 11 712
528 323 920
173 287 696
435 797 147
14 407 80
94 351 567
21 698 764
754 106 384
76 501 718
709 317 782
206 879 54
135 153 611
413 88 545
699 443 521
84 188 84
362 815 542
418 92 11
70 68 653
791 384 498
66 469 217
661 260 275
675 881 328
254 761 850
569 596 505
207 208 800
638 355 955
846 744 720
415 266 985
863 434 89
624 831 413
201 482 985
144 613 651
578 97 1
551 829 927
494 440 542
74 636 741
523 108 322
415 50 43
892 210 467
122 779 966
476 195 687
532 516 752
818 762 933
913 834 341
465 804 473
718 566 962
71 180 160
861 162 172
774 758 315
349 587 153
412 637 600
488 64 706
471 388 941
174 575 630
300 229 857
94 42 271
488 161 54
596 912 110
28 103 1
705 62 676
508 693 45
227 485 671
128 765 471
